ReadTerm,MedCode,ReadCode,read_code,OPCS49_Code,OPCS_descr
High cost gastrointestinal drugs,101181,7Q00.00,7Q00.,X81,High cost gastrointestinal drugs
High cost gastrointestinal drugs NOS,109269,7Q00z00,7Q00z,X81.9,Unspecified high cost gastrointestinal drugs
High cost haematology and nutrition drugs,108320,7Q09.00,7Q09.,X90,High cost haematology and nutrition drugs
High cost hypertension drugs,85944,7Q01.00,7Q01.,X82,High cost hypertension drugs
High cost immunosuppressant drugs,48547,7Q08.00,7Q08.,X89,High cost immunosuppressant drugs
High cost immunosuppressant drugs NOS,103417,7Q08z00,7Q08z,X89.9,Unspecified high cost immunosuppressant drugs
High cost metabolic drugs,112292,7Q0A.00,7Q0A.,X91,High cost metabolic drugs
High cost musculoskeletal drugs,112256,7Q0B.00,7Q0B.,X92,High cost musculoskeletal drugs
High cost neurology drugs,86216,7Q04.00,7Q04.,X85,High cost neurology drugs
High cost ophthalmology drugs,103435,7Q0C.00,7Q0C.,X93,High cost ophthalmology drugs
High cost ophthalmology drugs NOS,105614,7Q0Cz00,7Q0Cz,X93.9,Unspecified high cost ophthalmology drugs
High cost other cardiovascular drugs,98590,7Q02.00,7Q02.,X83,High cost other cardiovascular drugs
High cost reproductive and urinary tract drugs,104443,7Q07.00,7Q07.,X88,High cost reproductive and urinary tract drugs
High cost respiratory drugs,98588,7Q03.00,7Q03.,X84,High cost respiratory drugs
High dose rate brachytherapy,110074,7M0p000,7M0p0,Y89.1,High dose rate brachytherapy treatment
High forceps cephalic delivery NEC,5033,7F16100,7F161,R21.2,High forceps cephalic delivery NEC
High forceps cephalic delivery with rotation,20002,7F16000,7F160,R21.1,High forceps cephalic delivery with rotation
High intensity focused ultrasound of bladder,89103,7B2CD00,7B2CD,M49.7,High intensity focused ultrasound of bladder
High intensity focused ultrasound of prostate,88886,7B3E000,7B3E0,M71.1,High intensity focused ultrasound of prostate
High ligation of long saphenous vein,28323,7A67400,7A674,L85.1,Ligation of long saphenous vein
High ligation of testicular vein,25739,7C13200,7C132,N19.1,Ligation of varicocele
High tie ligation,68219,7A67411,7A674,L85.1,Ligation of long saphenous vein
High vacuum delivery,105419,7F17000,7F170,R22.1,High vacuum delivery
Highly selective vagotomy,20040,7022111,70221,A27.2,Proximal gastric vagotomy
Hill repair of hiatus hernia and gastropexy,61616,760L312,760L3,G24.4,Antireflux gastropexy
Hindquarter amputation,27350,7L06000,7L060,X09.1,Hindquarter amputation
Hindwater rupture of amniotic membrane,24823,7F10100,7F101,R14.2,Hindwater rupture of amniotic membrane
Hitchcock operation for tenosynovitis of biceps brachii,101622,7H40B11,7H40B,T64.8,Other specified transposition of tendon
Hofmeister valved gastrectomy,56125,7611212,76112,G28.3,Partial gastrectomy and anastomosis of stomach to jejunum NEC
Hoke hindfoot fusion,63398,7K03112,7K031,W04.2,Triple fusion of joints of hindfoot
Holter extended electrocardiographic recording,55020,7P0G400,7P0G4,U19.5,Holter extended electrocardiographic recording
Homan correction for lymphoedema,35367,7H66312,7H663,T92.4,Excision of lymphoedematous tissue of leg NEC
Home intravenous antibiotic therapy,100626,7L16C00,7L16C,X35.5,Intravenous injection of antimicrobial therapy
Home oxygen support,39149,745E000,745,E87.1,Home oxygen support
Hook ablation of posterior urethral valve,29139,7B45600,7B456,M79.8,Other specified other operations on urethra
Horgan transantral ethmoidectomy,39469,7412311,74123,E14.4,Transantral ethmoidectomy
Hormone implant - oestrogen,6135,7G2A412,7G2A4,S52.1,Insertion of steroid into subcutaneous tissue
Hough stapedectomy,102527,7315012,73150,D17.1,Stapedectomy
House stapedectomy,105227,7315013,73150,D17.1,Stapedectomy
Howse total replacement of hip joint using cement,36590,7K20.18,7K20.,W37,Total prosthetic replacement of hip joint using cement
Human immunodeficiency virus blood test,89430,7P1A000,7P1A0,U32.1,Human Immunodeficiency Virus blood test
Humidified oxygen therapy,103481,7L1Q100,7L1Q1,X52.8,Other specified oxygen therapy
Humidified oxygen therapy,53500,Z6J5.00,7L1Q1,X52.8,Other specified oxygen therapy
Hutch replantation of ureter,64031,7B12.12,7B12.,M20,Replantation of ureter
Hybrid prosthetic replacement of hip joint using cement,88885,7K6e.00,7K6e.,W95,Hybrid prosthetic replacement of hip joint using cement
Hybrid prosthetic replacement of hip joint using cement NOS,104563,7K6ez00,7K6ez,W95.9,Unspecified hybrid prosthetic replacement of hip joint using cement
Hybrid prosthetic replacement of knee joint using cement,109799,7K6q.00,7K6q.,O18,Hybrid prosthetic replacement of knee joint using cement
Hybrid prosthetic replacement of shoulder joint using cement,89592,7K6l.00,7K6l.,O08,Hybrid prosthetic replacement of shoulder joint using cement
Hybrid unicompartmental knee replacement,55470,7K39.00,7K39.,W58,Other reconstruction of joint
Hydrogel prosthetic keratoplasty,90595,724B000,724B0,C44.1,Hydrogel prosthetic keratoplasty
Hydrogen breath test,19065,316A.00,7P132,U25.3,Hydrogen breath test
Hydrogen breath test,83522,7P13200,7P132,U25.3,Hydrogen breath test
Hydrostatic reduction of intussusception of rectum,53656,7729100,77291,H46.2,Hydrostatic reduction of intussusception of rectum
Hydrotubation of fallopian tube,4730,7E1H100,7E1H1,Q41.2,Hydrotubation of fallopian tube
Hymenectomy,19987,7D11000,7D110,P15.1,Hymenectomy
Hymenotomy,45665,7D11211,7D112,P15.4,Incision of hymen
Hynes pharyngoplasty,97371,7422011,74220,E21.1,Pharyngoplasty using posterior pharyngeal implant
Hynes pharyngoplasty,97371,7422011,74222,E21.3,Pharyngoplasty using lateral pharyngeal flap
Hynes pharyngoplasty,34933,7422212,74220,E21.1,Pharyngoplasty using posterior pharyngeal implant
Hynes pharyngoplasty,34933,7422212,74222,E21.3,Pharyngoplasty using lateral pharyngeal flap
Hyperbaric therapy,86397,7L1Q000,7L1Q0,X52.1,Hyperbaric therapy
Hyperuricaemia drugs Band 1,91091,7Q0B100,7Q0B1,X92.2,Hyperuricaemia drugs Band 1
Hypnotic drugs Band 1,97308,7Q04200,7Q042,X85.3,Hypnotic drugs Band 1
Hypoglossofacial anastomosis,37259,702B000,702B0,A36.1,Hypoglossofacial anastomosis
Hypophysectomy NEC,39002,7100z11,7100z,B01.9,Unspecified excision of pituitary gland
Hypophysectomy operations,4041,7100.11,7100,B01,Excision of pituitary gland
Hypoplastic haemolytic and renal anaemia drugs Band 1,83476,7Q09000,7Q090,X90.1,Hypoplastic haemolytic and renal anaemia drugs Band 1
Hypoplastic haemolytic and renal anaemia drugs Band 2,92968,7Q09100,7Q091,X90.2,Hypoplastic haemolytic and renal anaemia drugs Band 2
Hypothermia therapy,54084,7L1J000,7L1J0,X51.1,Hypothermia therapy
Hypothermia therapy,54801,8624.11,7L1J0,X51.1,Hypothermia therapy
Hypoxic challenge test,103180,745E400,7450000,E87.4,Diagnostic assessment of circulatory oxygenation using reduced oxygen air
Hysterosalpingography,8794,54J..00,7E1H5,Q41.1,Salpingography
Hysterosalpingography,3225,7E1H500,7E1H5,Q41.1,Salpingography
Hysteroscopic approach,20846,7M14400,7M144,Y50.8,Other specified approach through abdominal cavity
Hysteroscopic myomectomy,24300,7E0D015,7E0D0,Q17.1,Endoscopic resection of lesion of uterus
Hysteroscopy NEC,908,7E0Ez11,7E0Ez,Q18.9,Unspecified diagnostic endoscopic examination of uterus
Ilch total replacement of hip joint using cement,56215,7K20.19,7K20.,W37,Total prosthetic replacement of hip joint using cement
Ilch total replacement of knee joint using cement,101522,7K30.1F,7K30.,W40,Total prosthetic replacement of knee joint using cement
Ileal augmentation of bladder,50906,7B22700,7B227,M36.2,Ileocystoplasty
Ileal bladder replacement,8602,7B22900,7B229,M36.2,Ileocystoplasty
Ileal replacement of ureter,31389,7B13200,7B132,M21.3,Ileal replacement of ureter
Ileectomy,40058,7640.11,7640,G69,Excision of ileum
Ileectomy and anastomosis of duodenum to ileum,62332,7640100,76401,G69.2,Ileectomy and anastomosis of duodenum to ileum
Ileectomy and anastomosis of ileum to colon,15763,7640300,76403,G69.4,Ileectomy and anastomosis of ileum to colon
Ileectomy and anastomosis of ileum to ileum,44240,7640200,76402,G69.3,Ileectomy and anastomosis of ileum to ileum
Ileectomy and anastomosis of stomach to ileum,113744,7640000,76400,G69.1,Ileectomy and anastomosis of stomach to ileum
Ileectomy NEC,40251,7640z11,7640z,G69.9,Unspecified excision of ileum
Ileocaecal bladder replacement,47481,7B22400,7B224,M36.8,Other specified enlargement of bladder
Ileocaecal resection,19105,7713011,77130,H07.1,Right hemicolectomy and end to end anastomosis of ileum to colon
Ileocaecocystoplasty,23933,7B22300,7B223,M36.8,Other specified enlargement of bladder
Ileocolic resection,103779,7717600,77176,H11.3,Colectomy and anastomosis NEC
Iliac endarterectomy and patch,59602,7A42012,7A420,L52.1,Endarterectomy of iliac artery and patch repair of iliac artery
Ilio-femoral prosthetic cross over graft,41768,7A41F00,7A41F,L51.6,Bypass of artery of leg by anastomosis of iliac artery to femoral artery NEC
Image controlled operation on abdominal cavity NOS,64763,7H2Az00,7H2Az,T45.9,Unspecified image controlled operations on abdominal cavity
Image controlled operations on abdominal cavity,38746,7H2A.00,7H2A.,T45,Image controlled operations on abdominal cavity
Image controlled percutaneous drainage of pelvic abscess,17720,7H2A100,7H2A1,T45.2,Image controlled percutaneous drainage of pelvic abscess
Image controlled percutaneous drainage of subphrenic abscess,38041,7H2A000,7H2A0,T45.1,Image controlled percutaneous drainage of subphrenic abscess
Image guided balloon dilation of colorectal stricture,91931,771S200,771S2,H31.3,Image guided balloon dilation of colorectal stricture
Image guided colorectal therapeutic operations,65449,771S.00,771S.,H31,Image guided colorectal therapeutic operations
Image guided colorectal therapeutic operations NOS,101107,771Sz00,771Sz,H31.9,Unspecified image guided colorectal therapeutic operations
Image guided insertion of colorectal stent,88282,771S300,771S3,H31.4,Image guided insertion of colorectal stent
Image guided percutaneous occlusion of colorectal fistula,90315,771S000,771S0,H31.1,Image guided percutaneous occlusion of colorectal fistula
Image guided removal of colorectal stent,84213,771S400,771S4,H31.5,Image guided removal of colorectal stent
Imbrication of sclera,71974,7251100,72511,C54.2,Imbrication of sclera
Immediate operation NOC,101362,7M30100,7M301,Y70.2,Immediate operations NOC
Immediate repair of minor obstetric laceration,70607,7F23300,7F233,R32.4,Repair of minor obstetric laceration
Immediate repair of obstetric laceration,57891,7F23.00,7F23.,R32,Repair of obstetric laceration
Immediate repair of obstetric laceration NOS,35601,7F23z00,7F23z,R32.9,Unspecified repair of obstetric laceration
Immediate repair of obstetric tear,23800,7F23.11,7F23.,R32,Repair of obstetric laceration
Immediate suture of obstetric laceration,11268,7F23.12,7F23.,R32,Repair of obstetric laceration
Immobilisation using other splint,29712,7L1G.11,7L1G.,X49,Other external support of limb
Immobilisation using plaster cast,17344,7L1F.00,7L1F.,X48,Immobilisation using plaster cast
Immobilisation using plaster cast NOS,36603,7L1Fz00,7L1Fz,X48.9,Unspecified immobilisation using plaster cast
Immune response drugs Band 1,91258,7Q0E000,7Q0E0,X95.1,Immune response drugs Band 1
Immunoglobulins Band 1,94086,7Q0F000,7Q0F0,X96.1,Immunoglobulins Band 1
Immunomodulating drugs Band 1,100827,7Q08200,7Q082,X89.3,Immunomodulating drugs Band 1
Implantation endoprosthetic replacement of bone NEC,87873,7K04200,7K042,W05.3,Implantation endoprosthetic replacement of bone NEC
Implantation massive endoprosthetic replacement of bone,90687,7K04100,7K041,W05.2,Implantation massive endoprosthetic replacement of bone
Implantation of artificial voice box into larynx,37261,7432300,74323,E31.4,Implantation of artificial voice box into larynx
Implantation of audiant bone conductor,32926,7311300,73113,D12.8,Other specified other operations on mastoid
Implantation of bioelectrical prosthesis for limb,115164,7L03000,7L030,X05.1,Implantation of bioelectrical prosthesis for limb
Implantation of biventricular cardiac pacemaker system,56392,7937900,79379,K61.7,Implantation of biventricular cardiac pacemaker system
Implantation of cardiac pacemaker system NEC,8656,7937000,79370,K61.1,Implantation of cardiac pacemaker system NEC
Implantation of dual chamber cardiac pacemaker system,56391,7937800,79378,K61.6,Implantation of dual chamber cardiac pacemaker system
Implantation of electrocardiography loop recorder,72963,7P0G000,7P0G0,U19.1,Implantation of electrocardiography loop recorder
Implantation of electromagnetic stimulator into bone,49332,7K1T300,7K1T3,W33.4,Implantation of electromagnetic stimulator into bone
Implantation of extracochlear prosthesis,43643,7321100,73211,D24.2,Implantation of extracochlear prosthesis
Implantation of fertilised egg into uterus,6024,7E0A000,7E0A0,Q13.1,Transfer of embryo to uterus NEC
Implantation of inflatable penile prosthesis,65985,7C23300,7C233,N29.1,Implantation of prosthesis into penis
Implantation of insertable loop recorder,22394,793E100,7930,U19.1,Implantation of electrocardiography loop recorder
Implantation of insertable loop recorder,22394,793E100,7930,K52,Open operations on conducting system of heart
Implantation of internal cardiac defibrillator,10160,7937500,79375,K61.1,Implantation of cardiac pacemaker system NEC
Implantation of intracochlear prosthesis,30525,7321000,73210,D24.1,Implantation of intracochlear prosthesis
Implantation of intravenous atrial overdrive pacemaker,43860,7936900,79369,K60.1,Implantation of intravenous cardiac pacemaker system NEC
Implantation of intravenous cardiac pacemaker system,2841,7936000,79360,K60.1,Implantation of intravenous cardiac pacemaker system NEC
Implantation of intravenous cardiac pacemaker system NEC,96979,7936K00,7936K,K60.1,Implantation of intravenous cardiac pacemaker system NEC
Implantation of intravenous dual chamber permanent pacemaker,18113,7936E00,7936E,K60.1,Implantation of intravenous cardiac pacemaker system NEC
Implantation of intravenous fixed-rate cardiac pacemaker,38081,7936700,79367,K60.1,Implantation of intravenous cardiac pacemaker system NEC
Implantation of intravenous triggered cardiac pacemaker,52858,7936800,79368,K60.1,Implantation of intravenous cardiac pacemaker system NEC
Implantation of kineplastic prosthesis for limb,97625,7L03100,7L031,X05.2,Implantation of kineplastic prosthesis for limb
Implantation of neurostimulator into brain,45570,7007000,70070,A09.1,Implantation of brain neurostimulator
Implantation of neurostimulator into peripheral nerve,39832,705B000,705B0,A70.1,Implantation of peripheral nerve neurostimulator
Implantation of permanent intravenous cardiac pacemaker,8326,7936600,79366,K60.1,Implantation of intravenous cardiac pacemaker system NEC
Implantation of prosthesis for limb,24125,7L03.00,7L03.,X05,Implantation of prosthesis for limb
Implantation of prosthesis for limb NOS,73054,7L03z00,7L03z,X05.9,Unspecified implantation of prosthesis for limb
Implantation of prosthesis into organ NOC,24320,7M01000,7M010,Y02.1,Implantation of prosthesis into organ NOC
Implantation of prosthetic heart,58529,7901200,79012,K02.3,Implantation of prosthetic heart
Implantation of radioactive substance into pituitary gland,40070,7101100,71011,B02.2,Implantation of radioactive substance into pituitary gland
Implantation of radioactive substance into prostate,101719,7B3E100,7B3E1,M71.2,Implantation of radioactive substance into prostate
Implantation of radioactive substance into vagina,54828,7D15400,7D154,P20.5,Implantation of radioactive substance into vagina
Implantation of radioactive substance into vulva,28427,7D03400,7D034,P06.4,Implantation of radioactive substance into vulva
Implantation of sacral nerve stimulator,35463,705B300,705B3,A70.1,Implantation of peripheral nerve neurostimulator
Implantation of semi-rigid penile prosthesis,23737,7C23200,7C232,N29.1,Implantation of prosthesis into penis
Implantation of single chamber cardiac pacemaker system,89967,7937700,79377,K61.5,Implantation of single chamber cardiac pacemaker system
Implantation of sphincter around female bladder neck,42425,7B33411,7B334,M55.2,Implantation of artificial urinary sphincter into outlet of female bladder
Implantation of sphincter around male bladder neck,26277,7B38400,7B384,M64.2,Implantation of artificial urinary sphincter into outlet of male bladder
Implantation of subcutaneous cardioverter defibrillator,108555,793P000,793P0,K72.1,Implantation of subcutaneous cardioverter defibrillator
Implantation of tooth,38734,7510.00,7510,F08,Implantation of tooth
Implantation of tooth NOS,42111,7510z00,7510z,F08.9,Unspecified implantation of tooth
Implantation of unspecified penile prosthesis,40555,7C23000,7C230,N29.1,Implantation of prosthesis into penis
Implantation of vertical expanding prosthetic titanium rib,96238,7K6m000,7K6m0,O09.1,Implantation of vertical expanding prosthetic titanium rib
In vitro fertilisation (IVF),52626,7M0h.00,7M0h.,Y96,In vitro fertilisation
In vitro fertilisation (IVF) NOS,90936,7M0hz00,7M0hz,Y96.9,Unspecified in vitro fertilisation
In vitro fertilisation with donor eggs,94632,7M0h111,7M0h1,Y96.2,In vitro fertilisation with donor eggs
In vitro fertilisation with donor sperm,91910,7M0h011,7M0h0,Y96.1,In vitro fertilisation with donor sperm
In vitro fertilisation with surrogacy,91845,7M0h511,7M0h5,Y96.6,In vitro fertilisation with surrogacy
Incidental appendicectomy,4303,7701200,77012,H02.4,Incidental appendicectomy
Incision and drainage of abscess,95904,7G25700,7G257,S47.2,Drainage of lesion of skin NEC
Incision and drainage of bile duct NEC,49589,7826211,78262,J33.3,Drainage of bile duct NEC
Incision and drainage of wound,8380,7G2F400,7G2F4,S47.8,Other specified opening of skin
Incision biopsy of skin,5297,7G0C300,7G0C3,S15.9,Unspecified other biopsy of skin
Incision of bile duct,70466,7826.00,7826,J33,Incision of bile duct
Incision of bile duct NOS,71574,7826z00,7826z,J33.9,Unspecified incision of bile duct
Incision of boil of skin NEC,17082,7G25311,7G253,S47.4,Incision of lesion of skin NEC
Incision of boil of skin of head or neck,17618,7G25211,7G252,S47.3,Incision of lesion of skin of head or neck
Incision of breast,21304,7138100,71381,B33,Incision of breast
Incision of breast NEC,38435,7138900,71389,B33.8,Other specified incision of breast
Incision of breast NOS,20447,7138A00,7138A,B33.9,Unspecified incision of breast
Incision of capsule of lens,17288,7265.00,7265,C73,Incision of capsule of lens
Incision of capsule of lens NOS,39439,7265z00,7265z,C73.9,Unspecified incision of capsule of lens
Incision of cervix to facilitate delivery,98749,7F1B400,7F1B4,R27.8,Other specified other operations to facilitate delivery
Incision of colon,52216,771C.00,771C.,H16,Incision of colon
Incision of colon NOS,103774,771Cz00,771Cz,H16.9,Unspecified incision of colon
Incision of conjunctiva,21378,7242.00,7242,C41,Incision of conjunctiva
Incision of conjunctiva NOS,64998,7242z00,7242z,C41.9,Unspecified incision of conjunctiva
Incision of cornea,33968,7248.00,7248,C49,Incision of cornea
Incision of cornea NOS,63057,7248z00,7248z,C49.9,Unspecified incision of cornea
Incision of duodenum NEC,71140,7623400,76234,G53.5,Incision of duodenum NEC
Incision of eardrum NEC,23972,7317500,73175,D15.3,Incision of ear drum NEC
Incision of epididymis,58132,7C10800,7C108,N15.8,Other specified operations on epididymis
Incision of external auditory canal,38664,7306300,73063,D08.4,Incision of external auditory canal
Incision of eyelid,18972,7219.00,7219,C19,Incision of eyelid
Incision of eyelid NOS,37603,7219z00,7219z,C19.9,Unspecified incision of eyelid
Incision of facial bone NEC,70483,7J04100,7J041,V13.8,Other specified other operations on bone of face
Incision of fallopian tube,67652,7E19.00,7E19.,Q31,Incision of fallopian tube
Incision of fallopian tube NOS,93860,7E19z00,7E19z,Q31.9,Unspecified incision of fallopian tube
Incision of fascia NEC,45680,7H34200,7H342,T54.8,Other specified division of fascia
Incision of frenulum of tongue,3679,7523100,75231,F26.3,Incision of frenulum of tongue
Incision of gall bladder,52176,7813.00,7813,J21,Incision of gall bladder
Incision of gall bladder NOS,73562,7813z00,7813z,J21.9,Unspecified incision of gall bladder
Incision of hymen,25849,7D11200,7D112,P15.4,Incision of hymen
Incision of introitus of vagina,18718,7D10.00,7D10.,P14,Incision of introitus of vagina
Incision of introitus of vagina NOS,54446,7D10z00,7D10z,P14.9,Unspecified incision of introitus of vagina
Incision of iris,2824,7257.00,7257,C62,Incision of iris
Incision of iris NOS,15694,7257z00,7257z,C62.9,Unspecified incision of iris
Incision of jejunum,98976,7635100,76351,G63.2,Incision of jejunum
Incision of joint ligament,18896,7K6L400,7K6L4,W71.8,Other specified other open operations on intra-articular structure
Incision of joint NEC,15944,7K6U200,7K6U2,W81.4,Incision of joint NEC
Incision of kidney NOS,16083,7B05z00,7B05z,M06.9,Unspecified incision of kidney
Incision of kidney or renal pelvis,55545,7B05.00,7B05.,M06,Incision of kidney
Incision of lacrimal gland,62760,7220400,72204,C24.5,Incision of lacrimal gland
Incision of lacrimal sac,57665,7222300,72223,C26.4,Incision of lacrimal sac
Incision of lesion of eyebrow,52690,7210400,72104,C10.5,Incision of lesion of eyebrow
Incision of lesion of organ NOC,32153,7M0M000,7M0M0,Y30.1,Incision of lesion of organ NOC
Incision of lesion of skin NEC,259,7G25300,7G253,S47.4,Incision of lesion of skin NEC
Incision of lesion of skin of head or neck,21323,7G25200,7G252,S47.3,Incision of lesion of skin of head or neck
Incision of lesion of thyroid gland,62125,7113200,71132,B12.3,Incision of lesion of thyroid gland
Incision of liver,69460,7804.00,7804,J05,Incision of liver
Incision of liver NOS,49880,7804z00,7804z,J05.9,Unspecified incision of liver
Incision of lung NEC,49205,7453300,74533,E57.4,Incision of lung NEC
Incision of male periurethral tissue,68644,7C16300,7C163,N24.4,Incision of male periurethral tissue
Incision of mouth NEC,21314,7535100,75351,F42.2,Incision of mouth NEC
Incision of muscle,35617,7H56600,7H566,T83.8,Other specified other operations on muscle
Incision of nail,2854,7G32200,7G322,S70.2,Incision of nail
Incision of nail bed,21872,7G31200,7G312,S66.3,Incision of nail bed
Incision of oesophagus,41464,7608.00,7608,G09,Incision of oesophagus
Incision of oesophagus NOS,52262,7608z00,7608z,G09.9,Unspecified incision of oesophagus
Incision of orbit,51206,7205.00,7205,C06,Incision of orbit
Incision of orbit NOS,72207,7205z00,7205z,C06.9,Unspecified incision of orbit
Incision of organ NOC,50996,7M0M.00,7M0M.,Y30,Incision of organ NOC
Incision of organ NOC NOS,104902,7M0Mz00,7M0Mz,Y30.9,Unspecified incision of organ NOC
Incision of palate,50995,7527200,75272,F32.3,Incision of palate
Incision of pancreas,55941,7838.00,7838,J62,Incision of pancreas
Incision of pancreas NOS,59403,7838z00,7838z,J62.9,Unspecified incision of pancreas
Incision of parotid gland,20112,7542000,75420,F46.1,Incision of parotid gland
Incision of pericardium,44160,793C.00,793C.,K69,Incision of pericardium
Incision of pericardium NOS,100300,793Cz00,793Cz,K69.9,Unspecified incision of pericardium
Incision of pylorus,52284,761B.00,761B.,G40,Incision of pylorus
Incision of pylorus NOS,50686,761Bz00,761Bz,G40.9,Unspecified incision of pylorus
Incision of retropharyngeal abscess,28457,7423200,74232,E27.2,Drainage of retropharyngeal abscess
Incision of salivary gland,37956,7542.00,7542,F46,Incision of salivary gland
Incision of salivary gland NOS,23448,7542z00,7542z,F46.9,Unspecified incision of salivary gland
Incision of sclera,59759,7252.00,7252,C55,Incision of sclera
Incision of sclera NOS,108377,7252z00,7252z,C55.9,Unspecified incision of sclera
Incision of seminal vesicle,103309,7C15100,7C151,N22.2,Incision of seminal vesicle
Incision of septum of anus,95522,7739200,77392,H56.3,Incision of septum of anus
Incision of septum of nose,58089,7402400,74024,E03.5,Incision of septum of nose
Incision of skin,20627,7G25.11,7G25.,S47,Opening of skin
Incision of skin NEC,1443,7G25600,7G256,S47.6,Incision of skin NEC
Incision of skin of head or neck,55768,7G25400,7G254,S47.5,Incision of skin of head or neck
Incision of sphincter of Oddi using duodenal approach,63581,7828.00,7828,J35,Incision of sphincter of Oddi using duodenal approach
Incision of sphincter of Oddi using duodenal approach NOS,93764,7828z00,7828z,J35.9,Unspecified incision of sphincter of Oddi using duodenal approach
Incision of stomach NEC,54150,7619.00,7619,G38.5,Incision of stomach NEC
Incision of stomach NOS,34625,7619z00,7619z,G38.5,Incision of stomach NEC
Incision of sublingual gland,61713,7542200,75422,F46.3,Incision of sublingual gland
Incision of submandibular gland,21289,7542100,75421,F46.2,Incision of submandibular gland
Incision of tendon,15524,7H49300,7H493,T74.8,Other specified other operations on tendon
Incision of thyroglossal cyst,52291,7112300,71123,B10.4,Incision of thyroglossal cyst
Incision of tissue in atria,105866,7930500,79305,K52.6,Incision of tissue in atria
Incision of tongue,44121,7522.00,7522,F24,Incision of tongue
Incision of tongue NOS,61550,7522z00,7522z,F24.9,Unspecified incision of tongue
Incision of unspecified organ,54316,7L1L100,7L1L1,X55.2,Incision of unspecified organ
Incision of ureter,54737,7B15.00,7B15.,M23,Incision of ureter
Incision of ureter NOS,37717,7B15z00,7B15z,M23.9,Unspecified incision of ureter
Incision of varicose vein of leg,49328,7A69500,7A695,L87.6,Incision of varicose vein of leg
Incision of vein NEC,23928,7A6D300,7A6D3,L93.2,Incision of vein NEC
Incision tendon sheath,34621,7H48500,7H485,T72.8,Other specified other operations on sheath of tendon
Inclusion of iris,38764,7255100,72551,C60.2,Inclusion of iris
Indirect laryngoscopy,2655,7436600,74366,E36.9,Unspecified diagnostic endoscopic examination of larynx
Indocyanine angiography evaluation of retina,89705,727A100,727A1,C87.2,Indocyanine angiography evaluation of retina
Induced circulatory arrest,104573,7M36500,7M365,Y73.5,Circulatory arrest
Induced sputum,71273,7459100,74591,E89.2,Expectoration of induced sputum from respiratory tract
Induction of emesis,97080,761H200,761H2,G48.3,Induction of emesis
Induction of labour using prostaglandins,40448,7F11100,7F111,R15.1,Medical induction of labour
Inferior cubital fasciocutaneous flap,99179,7M25C00,7M25C,Y59.8,Other specified harvest of flap of skin and fascia
Inferior epigastric axial pattern flap,73143,7M23400,7M234,Y57.5,Harvest of axial pattern flap of skin from inferior epigastric region
Infrared photocoagulation of haemorrhoid,39639,7735100,77351,H52.2,Infrared photocoagulation of haemorrhoid
Infrared photocoagulation of lesion of skin NEC,99654,7G07400,7G074,S09.5,Infrared photocoagulation of lesion of skin NEC
Infrared photocoagulation of lesion of skin of head or neck,102840,7G07300,7G073,S09.4,Infrared photocoagulation of lesion of skin of head or neck
Infrared photocoagulation of pile,27920,7735111,77351,H52.2,Infrared photocoagulation of haemorrhoid
Infratentorial open approach to contents of cranium,113893,7M10500,7M105,Y46.6,Infratentorial open approach to contents of cranium
Infundibulectomy of heart NEC,22413,791A100,791A1,K37.2,Infundibulectomy of heart NEC
Infundibulectomy of heart using patch,52608,791A000,791A0,K37.1,Infundibulectomy of heart using patch
Inguinal herniotomy,361,7H10.11,7H10.,T19,Simple excision of inguinal hernial sac
Inguinal ligation of varicocele,35885,7C13300,7C133,N19.1,Ligation of varicocele
Inhalation administration of therapeutic substance,83475,7L1P300,7L1P3,X39.4,Inhalation administration of therapeutic substance
Inhalation anaesthetic NEC,23431,7M32200,7M322,Y80.3,Inhalation anaesthetic NEC
Inhalation anaesthetic using endotracheal intubation NEC,32091,7M32100,7M321,Y80.2,Inhalation anaesthetic using endotracheal intubation NEC
Inhalation anaesthetic using muscle relaxant,60457,7M32000,7M320,Y80.1,Inhalation anaesthetic using muscle relaxant
Inject of sclerosing substance into organ NOC,28157,7M09.00,7M09.,Y09.1,Injection of sclerosing substance into organ NOC
Injection around apophyseal facet of vertebra,22633,7J46000,7J460,V54.4,Injection around spinal facet of spine
Injection around spinal facet NEC,6898,7J46100,7J461,V54.4,Injection around spinal facet of spine
Injection into anterior chamber of eye,26199,7262200,72622,C69.3,Injection into anterior chamber of eye
Injection into breast,38410,7138300,71383,B37.2,Injection into breast
Injection into bursa,17130,7H39400,7H394,T62.5,Injection into bursa
Injection into eyelid,9288,721B300,721B3,C22.4,Injection into eyelid
Injection into joint NEC,508,7K6Z300,7K6Z3,W90.4,Injection into joint NEC
Injection into larynx,42904,7437000,74370,E38.1,Injection into larynx
Injection into paraspinal area,21974,7J46.00,7J46.,V54.4,Injection around spinal facet of spine
Injection into paraspinal area NOS,48653,7J46z00,7J46z,V54.4,Injection around spinal facet of spine
Injection into uterine cavity NEC,7612,7E0C200,7E0C2,Q15.3,Injection into uterine cavity NEC
Injection into varicose vein of leg,4308,7A68.00,7A68.,L86,Injection into varicose vein of leg
Injection into varicose vein of leg NOS,29677,7A68z00,7A68z,L86.9,Unspecified injection into varicose vein of leg
Injection into vitreous body NEC,30527,7270300,72703,C79.4,Injection into vitreous body NEC
Injection of adrenaline,30105,7L11400,7L114,X30.8,Other specified injection of therapeutic substance
