Readcode,Disease,Medcode,ReadcodeDescr,Category,CodingSystem,Provenance
C104100,Diabetes,35105,"Diabetes mellitus, adult onset, with renal manifestation",NA,readcode,Cambridge
C104y00,Diabetes,13279,Other specified diabetes mellitus with renal complications,NA,readcode,Cambridge
C104z00,Diabetes,35107,Diabetes mellitus with nephropathy NOS,NA,readcode,Cambridge
C105.00,Diabetic ophthalmic complications,33254,Diabetes mellitus with ophthalmic manifestation,Diagnosis of diabetic ophthalmic complications,NA,NA
C105.00,Diabetes,33254,Diabetes mellitus with ophthalmic manifestation,NA,readcode,Cambridge
C105000,Diabetic ophthalmic complications,69748,"Diabetes mellitus, juvenile type, + ophthalmic manifestation",Diagnosis of diabetic ophthalmic complications,NA,NA
C105000,Diabetes,69748,"Diabetes mellitus, juvenile type, + ophthalmic manifestation",NA,readcode,Cambridge
C105100,Diabetic ophthalmic complications,41389,"Diabetes mellitus, adult onset, + ophthalmic manifestation",Diagnosis of diabetic ophthalmic complications,NA,NA
C105100,Diabetes,41389,"Diabetes mellitus, adult onset, + ophthalmic manifestation",NA,readcode,Cambridge
C105y00,Diabetic ophthalmic complications,47377,Other specified diabetes mellitus with ophthalmic complicatn,Diagnosis of diabetic ophthalmic complications,NA,NA
C105y00,Diabetes,47377,Other specified diabetes mellitus with ophthalmic complicatn,NA,readcode,Cambridge
C105z00,Diabetic ophthalmic complications,34283,Diabetes mellitus NOS with ophthalmic manifestation,Diagnosis of diabetic ophthalmic complications,NA,NA
C105z00,Diabetes,34283,Diabetes mellitus NOS with ophthalmic manifestation,NA,readcode,Cambridge
C106.00,Diabetic neurological complications,16230,Diabetes mellitus with neurological manifestation,Diagnosis of diabetic neurological complications,NA,NA
C106.00,Diabetes,16230,Diabetes mellitus with neurological manifestation,NA,readcode,Cambridge
C106.11,Diabetic neurological complications,59903,Diabetic amyotrophy,Diagnosis of diabetic neurological complications,NA,NA
C106.11,Diabetes,59903,Diabetic amyotrophy,NA,readcode,Cambridge
C106.12,Diabetic neurological complications,7795,Diabetes mellitus with neuropathy,Diagnosis of diabetic neurological complications,NA,NA
C106.12,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),7795,Diabetes mellitus with neuropathy,Diagnosis of peripheral neuropathy,NA,NA
C106.12,Diabetes,7795,Diabetes mellitus with neuropathy,NA,readcode,Cambridge
C106.13,Diabetic neurological complications,16491,Diabetes mellitus with polyneuropathy,Diagnosis of diabetic neurological complications,NA,NA
C106.13,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),16491,Diabetes mellitus with polyneuropathy,Diagnosis of peripheral neuropathy,NA,NA
C106.13,Diabetes,16491,Diabetes mellitus with polyneuropathy,NA,readcode,Cambridge
C106000,Diabetic neurological complications,67853,"Diabetes mellitus, juvenile, + neurological manifestation",Diagnosis of diabetic neurological complications,NA,NA
C106000,Diabetes,67853,"Diabetes mellitus, juvenile, + neurological manifestation",NA,readcode,Cambridge
C106100,Diabetic neurological complications,39317,"Diabetes mellitus, adult onset, + neurological manifestation",Diagnosis of diabetic neurological complications,NA,NA
C106100,Diabetes,39317,"Diabetes mellitus, adult onset, + neurological manifestation",NA,readcode,Cambridge
C106y00,Diabetic neurological complications,61523,Other specified diabetes mellitus with neurological comps,Diagnosis of diabetic neurological complications,NA,NA
C106y00,Diabetes,61523,Other specified diabetes mellitus with neurological comps,NA,readcode,Cambridge
C106z00,Diabetic neurological complications,22573,Diabetes mellitus NOS with neurological manifestation,Diagnosis of diabetic neurological complications,NA,NA
C106z00,Diabetes,22573,Diabetes mellitus NOS with neurological manifestation,NA,readcode,Cambridge
C107.00,Diabetes,35399,Diabetes mellitus with peripheral circulatory disorder,NA,readcode,Cambridge
C107.00,Peripheral arterial disease,35399,Diabetes mellitus with peripheral circulatory disorder,Peripheral vascular disease (7),NA,Kuan
C107.11,Diabetes,32403,Diabetes mellitus with gangrene,NA,readcode,Cambridge
C107.12,Diabetes,32556,Diabetes with gangrene,NA,readcode,Cambridge
C107000,Diabetes,70448,"Diabetes mellitus, juvenile +peripheral circulatory disorder",NA,readcode,Cambridge
C107000,Peripheral arterial disease,70448,"Diabetes mellitus, juvenile +peripheral circulatory disorder",Peripheral vascular disease (7),NA,Kuan
C107100,Diabetes,63357,"Diabetes mellitus, adult, + peripheral circulatory disorder",NA,readcode,Cambridge
C107100,Peripheral arterial disease,63357,"Diabetes mellitus, adult, + peripheral circulatory disorder",Peripheral vascular disease (7),NA,Kuan
C107200,Diabetes,33807,"Diabetes mellitus, adult with gangrene",NA,readcode,Cambridge
C107300,Diabetes,69124,IDDM with peripheral circulatory disorder,NA,readcode,Cambridge
C107300,Peripheral arterial disease,69124,IDDM with peripheral circulatory disorder,Peripheral vascular disease (7),NA,Kuan
C107400,Diabetes,56803,NIDDM with peripheral circulatory disorder,NA,readcode,Cambridge
C107400,Peripheral arterial disease,56803,NIDDM with peripheral circulatory disorder,Peripheral vascular disease (7),NA,Kuan
C107z00,Diabetes,65025,Diabetes mellitus NOS with peripheral circulatory disorder,NA,readcode,Cambridge
C107z00,Peripheral arterial disease,65025,Diabetes mellitus NOS with peripheral circulatory disorder,Peripheral vascular disease (7),NA,Kuan
C108.00,Diabetes,1647,Insulin dependent diabetes mellitus,NA,readcode,Cambridge
C108.11,Diabetes,18505,IDDM-Insulin dependent diabetes mellitus,NA,readcode,Cambridge
C108.12,Diabetes,17858,Type 1 diabetes mellitus,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C108.13,Diabetes,24423,Type I diabetes mellitus,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C108000,Diabetes,46963,Insulin-dependent diabetes mellitus with renal complications,NA,readcode,Cambridge
C108011,Diabetes,61344,Type I diabetes mellitus with renal complications,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C108012,Diabetes,21983,Type 1 diabetes mellitus with renal complications,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C108100,Diabetic ophthalmic complications,49276,Insulin-dependent diabetes mellitus with ophthalmic comps,Diagnosis of diabetic ophthalmic complications,NA,NA
C108100,Diabetes,49276,Insulin-dependent diabetes mellitus with ophthalmic comps,NA,readcode,Cambridge
C108112,Diabetic ophthalmic complications,102740,Type 1 diabetes mellitus with ophthalmic complications,Diagnosis of diabetic ophthalmic complications,NA,NA
C108112,Diabetes,102740,Type 1 diabetes mellitus with ophthalmic complications,NA,readcode,Cambridge
C108200,Diabetic neurological complications,52283,Insulin-dependent diabetes mellitus with neurological comps,Diagnosis of diabetic neurological complications,NA,NA
C108200,Diabetes,52283,Insulin-dependent diabetes mellitus with neurological comps,NA,readcode,Cambridge
C108211,Diabetic neurological complications,49146,Type I diabetes mellitus with neurological complications,Diagnosis of diabetic neurological complications,NA,NA
C108211,Diabetes,49146,Type I diabetes mellitus with neurological complications,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C108212,Diabetic neurological complications,61829,Type 1 diabetes mellitus with neurological complications,Diagnosis of diabetic neurological complications,NA,NA
C108212,Diabetes,61829,Type 1 diabetes mellitus with neurological complications,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C108300,Diabetes,52104,Insulin dependent diabetes mellitus with multiple complicatn,NA,readcode,Cambridge
C108311,Diabetes,108007,Type I diabetes mellitus with multiple complications,NA,readcode,Cambridge
C108400,Diabetes,26855,Unstable insulin dependent diabetes mellitus,NA,readcode,Cambridge
C108411,Diabetes,60107,Unstable type I diabetes mellitus,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C108412,Diabetes,97474,Unstable type 1 diabetes mellitus,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C108500,Diabetes,44443,Insulin dependent diabetes mellitus with ulcer,NA,readcode,Cambridge
C108511,Diabetes,51957,Type I diabetes mellitus with ulcer,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C108512,Diabetes,68390,Type 1 diabetes mellitus with ulcer,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C108600,Diabetes,60499,Insulin dependent diabetes mellitus with gangrene,NA,readcode,Cambridge
C108700,Diabetic ophthalmic complications,6509,Insulin dependent diabetes mellitus with retinopathy,Diagnosis of diabetic ophthalmic complications,NA,NA
C108700,Diabetes,6509,Insulin dependent diabetes mellitus with retinopathy,NA,readcode,Cambridge
C108711,Diabetic ophthalmic complications,38161,Type I diabetes mellitus with retinopathy,Diagnosis of diabetic ophthalmic complications,NA,NA
C108711,Diabetes,38161,Type I diabetes mellitus with retinopathy,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C108712,Diabetic ophthalmic complications,41049,Type 1 diabetes mellitus with retinopathy,Diagnosis of diabetic ophthalmic complications,NA,NA
C108712,Diabetes,41049,Type 1 diabetes mellitus with retinopathy,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C108800,Diabetes,6791,Insulin dependent diabetes mellitus - poor control,NA,readcode,Cambridge
C108811,Diabetes,46850,Type I diabetes mellitus - poor control,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C108812,Diabetes,45914,Type 1 diabetes mellitus - poor control,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C108900,Diabetes,31310,Insulin dependent diabetes maturity onset,NA,readcode,Cambridge
C108911,Diabetes,63017,Type I diabetes mellitus maturity onset,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C108912,Diabetes,97446,Type 1 diabetes mellitus maturity onset,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C108A00,Diabetes,56448,Insulin-dependent diabetes without complication,NA,readcode,Cambridge
C108A11,Diabetes,95992,Type I diabetes mellitus without complication,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C108B00,Diabetic neurological complications,24694,Insulin dependent diabetes mellitus with mononeuropathy,Diagnosis of diabetic neurological complications,NA,NA
C108B00,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),24694,Insulin dependent diabetes mellitus with mononeuropathy,Diagnosis of peripheral neuropathy,NA,NA
C108B00,Diabetes,24694,Insulin dependent diabetes mellitus with mononeuropathy,NA,readcode,Cambridge
C108B11,Diabetic neurological complications,99231,Type I diabetes mellitus with mononeuropathy,Diagnosis of diabetic neurological complications,NA,NA
C108B11,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),99231,Type I diabetes mellitus with mononeuropathy,Diagnosis of peripheral neuropathy,NA,NA
C108B11,Diabetes,99231,Type I diabetes mellitus with mononeuropathy,NA,readcode,Cambridge
C108C00,Diabetic neurological complications,41716,Insulin dependent diabetes mellitus with polyneuropathy,Diagnosis of diabetic neurological complications,NA,NA
C108C00,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),41716,Insulin dependent diabetes mellitus with polyneuropathy,Diagnosis of peripheral neuropathy,NA,NA
C108C00,Diabetes,41716,Insulin dependent diabetes mellitus with polyneuropathy,NA,readcode,Cambridge
C108D00,Diabetes,57621,Insulin dependent diabetes mellitus with nephropathy,NA,readcode,Cambridge
C108D11,Diabetes,66872,Type I diabetes mellitus with nephropathy,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C108E00,Diabetes,44440,Insulin dependent diabetes mellitus with hypoglycaemic coma,NA,readcode,Cambridge
C108E11,Diabetes,42729,Type I diabetes mellitus with hypoglycaemic coma,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C108E12,Diabetes,70766,Type 1 diabetes mellitus with hypoglycaemic coma,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C108F00,Diabetic ophthalmic complications,44260,Insulin dependent diabetes mellitus with diabetic cataract,Diagnosis of diabetic ophthalmic complications,NA,NA
C108F00,Diabetes,44260,Insulin dependent diabetes mellitus with diabetic cataract,NA,readcode,Cambridge
C108F11,Diabetic ophthalmic complications,17545,Type I diabetes mellitus with diabetic cataract,Diagnosis of diabetic ophthalmic complications,NA,NA
C108F11,Diabetes,17545,Type I diabetes mellitus with diabetic cataract,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C108F12,Diabetic ophthalmic complications,110400,Type 1 diabetes mellitus with diabetic cataract,Diagnosis of diabetic ophthalmic complications,NA,NA
C108G00,Peripheral arterial disease,64446,Insulin dependent diab mell with peripheral angiopathy,Peripheral vascular disease (7),NA,Kuan
C108H00,Diabetes,65616,Insulin dependent diabetes mellitus with arthropathy,NA,readcode,Cambridge
C108H11,Diabetes,62352,Type I diabetes mellitus with arthropathy,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C108J00,Diabetic neurological complications,39809,Insulin dependent diab mell with neuropathic arthropathy,Diagnosis of diabetic neurological complications,NA,NA
C108J00,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),39809,Insulin dependent diab mell with neuropathic arthropathy,Diagnosis of peripheral neuropathy,NA,NA
C108J11,Diabetic neurological complications,60208,Type I diabetes mellitus with neuropathic arthropathy,Diagnosis of diabetic neurological complications,NA,NA
C108J11,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),60208,Type I diabetes mellitus with neuropathic arthropathy,Diagnosis of peripheral neuropathy,NA,NA
C108J11,Diabetes,60208,Type I diabetes mellitus with neuropathic arthropathy,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C108J12,Diabetic neurological complications,18230,Type 1 diabetes mellitus with neuropathic arthropathy,Diagnosis of diabetic neurological complications,NA,NA
C108J12,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),18230,Type 1 diabetes mellitus with neuropathic arthropathy,Diagnosis of peripheral neuropathy,NA,NA
C108J12,Diabetes,18230,Type 1 diabetes mellitus with neuropathic arthropathy,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C108y00,Diabetes,46290,Other specified diabetes mellitus with multiple comps,NA,readcode,Cambridge
C108z00,Diabetes,64449,Unspecified diabetes mellitus with multiple complications,NA,readcode,Cambridge
C109.00,Diabetes,4513,Non-insulin dependent diabetes mellitus,NA,readcode,Cambridge
C109.11,Diabetes,5884,NIDDM - Non-insulin dependent diabetes mellitus,NA,readcode,Cambridge
C109.12,Diabetes,17859,Type 2 diabetes mellitus,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109.13,Diabetes,18219,Type II diabetes mellitus,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109000,Diabetes,52303,Non-insulin-dependent diabetes mellitus with renal comps,NA,readcode,Cambridge
C109011,Diabetes,50225,Type II diabetes mellitus with renal complications,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109012,Diabetes,18209,Type 2 diabetes mellitus with renal complications,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109100,Diabetic ophthalmic complications,50429,Non-insulin-dependent diabetes mellitus with ophthalm comps,Diagnosis of diabetic ophthalmic complications,NA,NA
C109100,Diabetes,50429,Non-insulin-dependent diabetes mellitus with ophthalm comps,NA,readcode,Cambridge
C109111,Diabetic ophthalmic complications,59725,Type II diabetes mellitus with ophthalmic complications,Diagnosis of diabetic ophthalmic complications,NA,NA
C109111,Diabetes,59725,Type II diabetes mellitus with ophthalmic complications,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109112,Diabetic ophthalmic complications,70316,Type 2 diabetes mellitus with ophthalmic complications,Diagnosis of diabetic ophthalmic complications,NA,NA
C109112,Diabetes,70316,Type 2 diabetes mellitus with ophthalmic complications,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109200,Diabetic neurological complications,55842,Non-insulin-dependent diabetes mellitus with neuro comps,Diagnosis of diabetic neurological complications,NA,NA
C109200,Diabetes,55842,Non-insulin-dependent diabetes mellitus with neuro comps,NA,readcode,Cambridge
C109211,Diabetic neurological complications,67905,Type II diabetes mellitus with neurological complications,Diagnosis of diabetic neurological complications,NA,NA
C109211,Diabetes,67905,Type II diabetes mellitus with neurological complications,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109212,Diabetic neurological complications,45919,Type 2 diabetes mellitus with neurological complications,Diagnosis of diabetic neurological complications,NA,NA
C109212,Diabetes,45919,Type 2 diabetes mellitus with neurological complications,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109300,Diabetes,62146,Non-insulin-dependent diabetes mellitus with multiple comps,NA,readcode,Cambridge
C109312,Diabetes,108005,Type 2 diabetes mellitus with multiple complications,NA,readcode,Cambridge
C109400,Diabetes,34912,Non-insulin dependent diabetes mellitus with ulcer,NA,readcode,Cambridge
C109411,Diabetes,55075,Type II diabetes mellitus with ulcer,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109412,Diabetes,65704,Type 2 diabetes mellitus with ulcer,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109500,Diabetes,40401,Non-insulin dependent diabetes mellitus with gangrene,NA,readcode,Cambridge
C109511,Diabetes,62107,Type II diabetes mellitus with gangrene,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109512,Diabetes,46150,Type 2 diabetes mellitus with gangrene,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109600,Diabetic ophthalmic complications,17262,Non-insulin-dependent diabetes mellitus with retinopathy,Diagnosis of diabetic ophthalmic complications,NA,NA
C109600,Diabetes,17262,Non-insulin-dependent diabetes mellitus with retinopathy,NA,readcode,Cambridge
C109611,Diabetic ophthalmic complications,58604,Type II diabetes mellitus with retinopathy,Diagnosis of diabetic ophthalmic complications,NA,NA
C109611,Diabetes,58604,Type II diabetes mellitus with retinopathy,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109612,Diabetic ophthalmic complications,42762,Type 2 diabetes mellitus with retinopathy,Diagnosis of diabetic ophthalmic complications,NA,NA
C109612,Diabetes,42762,Type 2 diabetes mellitus with retinopathy,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109700,Diabetes,8403,Non-insulin dependent diabetes mellitus - poor control,NA,readcode,Cambridge
C109711,Diabetes,24458,Type II diabetes mellitus - poor control,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109712,Diabetes,45913,Type 2 diabetes mellitus - poor control,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109900,Diabetes,29979,Non-insulin-dependent diabetes mellitus without complication,NA,readcode,Cambridge
C109911,Diabetes,109103,Type II diabetes mellitus without complication,NA,readcode,Cambridge
C109912,Diabetes,105784,Type 2 diabetes mellitus without complication,NA,readcode,Cambridge
C109A00,Diabetic neurological complications,72320,Non-insulin dependent diabetes mellitus with mononeuropathy,Diagnosis of diabetic neurological complications,NA,NA
C109A00,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),72320,Non-insulin dependent diabetes mellitus with mononeuropathy,Diagnosis of peripheral neuropathy,NA,NA
C109A00,Diabetes,72320,Non-insulin dependent diabetes mellitus with mononeuropathy,NA,readcode,Cambridge
C109A11,Diabetic neurological complications,50813,Type II diabetes mellitus with mononeuropathy,Diagnosis of diabetic neurological complications,NA,NA
C109A11,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),50813,Type II diabetes mellitus with mononeuropathy,Diagnosis of peripheral neuropathy,NA,NA
C109A11,Diabetes,50813,Type II diabetes mellitus with mononeuropathy,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109B00,Diabetic neurological complications,45467,Non-insulin dependent diabetes mellitus with polyneuropathy,Diagnosis of diabetic neurological complications,NA,NA
C109B00,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),45467,Non-insulin dependent diabetes mellitus with polyneuropathy,Diagnosis of peripheral neuropathy,NA,NA
C109B00,Diabetes,45467,Non-insulin dependent diabetes mellitus with polyneuropathy,NA,readcode,Cambridge
C109B11,Diabetic neurological complications,47409,Type II diabetes mellitus with polyneuropathy,Diagnosis of diabetic neurological complications,NA,NA
C109B11,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),47409,Type II diabetes mellitus with polyneuropathy,Diagnosis of peripheral neuropathy,NA,NA
C109B11,Diabetes,47409,Type II diabetes mellitus with polyneuropathy,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109B12,Diabetic neurological complications,109865,Type 2 diabetes mellitus with polyneuropathy,Diagnosis of diabetic neurological complications,NA,NA
C109B12,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),109865,Type 2 diabetes mellitus with polyneuropathy,Diagnosis of peripheral neuropathy,NA,NA
C109C00,Diabetes,59365,Non-insulin dependent diabetes mellitus with nephropathy,NA,readcode,Cambridge
C109C11,Diabetes,64571,Type II diabetes mellitus with nephropathy,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109C12,Diabetes,24836,Type 2 diabetes mellitus with nephropathy,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109D00,Diabetes,43785,Non-insulin dependent diabetes mellitus with hypoglyca coma,NA,readcode,Cambridge
C109D11,Diabetes,56268,Type II diabetes mellitus with hypoglycaemic coma,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109D12,Diabetes,61071,Type 2 diabetes mellitus with hypoglycaemic coma,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109E00,Diabetic ophthalmic complications,69278,Non-insulin depend diabetes mellitus with diabetic cataract,Diagnosis of diabetic ophthalmic complications,NA,NA
C109E00,Diabetes,69278,Non-insulin depend diabetes mellitus with diabetic cataract,NA,readcode,Cambridge
C109E11,Diabetic ophthalmic complications,48192,Type II diabetes mellitus with diabetic cataract,Diagnosis of diabetic ophthalmic complications,NA,NA
C109E11,Diabetes,48192,Type II diabetes mellitus with diabetic cataract,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109E12,Diabetic ophthalmic complications,44779,Type 2 diabetes mellitus with diabetic cataract,Diagnosis of diabetic ophthalmic complications,NA,NA
C109E12,Diabetes,44779,Type 2 diabetes mellitus with diabetic cataract,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109F00,Peripheral arterial disease,54212,Non-insulin-dependent d m with peripheral angiopath,Peripheral vascular disease (7),NA,Kuan
C109F11,Diabetes,54899,Type II diabetes mellitus with peripheral angiopathy,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109F11,Peripheral arterial disease,54899,Type II diabetes mellitus with peripheral angiopathy,Peripheral vascular disease (7),NA,Kuan
C109F12,Diabetes,60699,Type 2 diabetes mellitus with peripheral angiopathy,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109F12,Peripheral arterial disease,60699,Type 2 diabetes mellitus with peripheral angiopathy,Peripheral vascular disease (7),NA,Kuan
C109G00,Diabetes,24693,Non-insulin dependent diabetes mellitus with arthropathy,NA,readcode,Cambridge
C109G11,Diabetes,18143,Type II diabetes mellitus with arthropathy,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109G12,Diabetes,49869,Type 2 diabetes mellitus with arthropathy,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109H00,Diabetic neurological complications,40962,Non-insulin dependent d m with neuropathic arthropathy,Diagnosis of diabetic neurological complications,NA,NA
C109H00,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),40962,Non-insulin dependent d m with neuropathic arthropathy,Diagnosis of peripheral neuropathy,NA,NA
C109H00,Diabetes,40962,Non-insulin dependent d m with neuropathic arthropathy,NA,readcode,Cambridge
C109H11,Diabetic neurological complications,47816,Type II diabetes mellitus with neuropathic arthropathy,Diagnosis of diabetic neurological complications,NA,NA
C109H11,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),47816,Type II diabetes mellitus with neuropathic arthropathy,Diagnosis of peripheral neuropathy,NA,NA
C109H11,Diabetes,47816,Type II diabetes mellitus with neuropathic arthropathy,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109H12,Diabetic neurological complications,66965,Type 2 diabetes mellitus with neuropathic arthropathy,Diagnosis of diabetic neurological complications,NA,NA
C109H12,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),66965,Type 2 diabetes mellitus with neuropathic arthropathy,Diagnosis of peripheral neuropathy,NA,NA
C109H12,Diabetes,66965,Type 2 diabetes mellitus with neuropathic arthropathy,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109J00,Diabetes,18278,Insulin treated Type 2 diabetes mellitus,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109J11,Diabetes,37648,Insulin treated non-insulin dependent diabetes mellitus,NA,readcode,Cambridge
C109J12,Diabetes,18264,Insulin treated Type II diabetes mellitus,Type II diabetes mellitus (4),readcode,Kuan and Cambridge
C109K00,Diabetes,36633,Hyperosmolar non-ketotic state in type 2 diabetes mellitus,Type II diabetes mellitus (4),NA,Kuan
C10A.00,Diabetes,52236,Malnutrition-related diabetes mellitus,NA,readcode,Cambridge
C10A000,Diabetes,66675,Malnutrition-related diabetes mellitus with coma,NA,readcode,Cambridge
C10A100,Diabetes,33969,Malnutrition-related diabetes mellitus with ketoacidosis,NA,readcode,Cambridge
C10A500,Diabetes,100347,Malnutritn-relat diabetes melitus wth periph circul complctn,NA,readcode,Cambridge
C10C.00,Diabetes,43453,Diabetes mellitus autosomal dominant,NA,readcode,Cambridge
C10C.11,Diabetes,46624,Maturity onset diabetes in youth,NA,readcode,Cambridge
C10C.12,Diabetes,98392,Maturity onset diabetes in youth type 1,NA,readcode,Cambridge
C10D.00,Diabetes,36695,Diabetes mellitus autosomal dominant type 2,NA,readcode,Cambridge
C10D.11,Diabetes,59991,Maturity onset diabetes in youth type 2,NA,readcode,Cambridge
C10E.00,Diabetes,1549,Type 1 diabetes mellitus,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C10E.11,Diabetes,12455,Type I diabetes mellitus,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C10E.12,Diabetes,51261,Insulin dependent diabetes mellitus,NA,readcode,Cambridge
C10E000,Diabetes,47582,Type 1 diabetes mellitus with renal complications,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C10E012,Diabetes,102946,Insulin-dependent diabetes mellitus with renal complications,NA,readcode,Cambridge
C10E100,Diabetic ophthalmic complications,47649,Type 1 diabetes mellitus with ophthalmic complications,Diagnosis of diabetic ophthalmic complications,NA,NA
C10E100,Diabetes,47649,Type 1 diabetes mellitus with ophthalmic complications,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C10E111,Diabetic ophthalmic complications,99311,Type I diabetes mellitus with ophthalmic complications,Diagnosis of diabetic ophthalmic complications,NA,NA
C10E111,Diabetes,99311,Type I diabetes mellitus with ophthalmic complications,NA,readcode,Cambridge
C10E112,Diabetic ophthalmic complications,98071,Insulin-dependent diabetes mellitus with ophthalmic comps,Diagnosis of diabetic ophthalmic complications,NA,NA
C10E112,Diabetes,98071,Insulin-dependent diabetes mellitus with ophthalmic comps,NA,readcode,Cambridge
C10E200,Diabetic neurological complications,42831,Type 1 diabetes mellitus with neurological complications,Diagnosis of diabetic neurological complications,NA,NA
C10E200,Diabetes,42831,Type 1 diabetes mellitus with neurological complications,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C10E212,Diabetic neurological complications,101735,Insulin-dependent diabetes mellitus with neurological comps,Diagnosis of diabetic neurological complications,NA,NA
C10E212,Diabetes,101735,Insulin-dependent diabetes mellitus with neurological comps,NA,readcode,Cambridge
C10E300,Diabetes,47650,Type 1 diabetes mellitus with multiple complications,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C10E311,Diabetes,91942,Type I diabetes mellitus with multiple complications,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C10E312,Diabetes,45276,Insulin dependent diabetes mellitus with multiple complicat,NA,readcode,Cambridge
C10E400,Diabetes,43921,Unstable type 1 diabetes mellitus,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C10E411,Diabetes,49949,Unstable type I diabetes mellitus,Type I diabetes mellitus (3),readcode,Kuan and Cambridge
C10E412,Diabetes,54600,Unstable insulin dependent diabetes mellitus,NA,readcode,Cambridge
