Condition,Prodcode,ProductName,Gemscriptcode
Painful conditions,7481,Lederfen 450mg Tablet (Wyeth Pharmaceuticals),50136020
Painful conditions,7483,Butazolidin 100mg Tablet (Novartis Pharmaceuticals UK Ltd),65708020
Painful conditions,7488,Acupan 20mg/1ml solution for injection ampoules (3M Health Care Ltd),48023020
Painful conditions,7489,Panadol baby & infant 120mg/5ml Oral suspension (GlaxoSmithKline Consumer Healthcare),54176020
Painful conditions,7490,Froben 100mg suppositories (Abbott Laboratories Ltd),49561020
Painful conditions,7499,Calpol extra Tablet (Warner Lambert UK Ltd),66452020
Painful conditions,7517,Morphine sulfate 15mg suppositories,59813020
Painful conditions,7522,Lederfen 300mg Tablet (Wyeth Pharmaceuticals),50134020
Painful conditions,7524,Feldene 20mg dispersible tablets (Pfizer Ltd),55306020
Painful conditions,7534,Benylin with Codeine oral solution (Pfizer Consumer Healthcare Ltd),48372020
Painful conditions,7535,Nurofen 200mg Capsule (Crookes Healthcare Ltd),85652020
Painful conditions,7542,Codeine phosphate 8mg with paracetamol 500mg tablets,61567020
Painful conditions,7555,BuTrans 5micrograms/hour transdermal patches (Napp Pharmaceuticals Ltd),89600020
Painful conditions,7621,PARACETAMOL 300 MG TAB,4619007
Painful conditions,7650,PARACETAMOL 125 MG ELI,5731007
Painful conditions,7667,Diclofenac 12.5mg suppositories,62461020
Painful conditions,7668,PARACETAMOL 250 MG TAB,5733007
Painful conditions,7678,Nortriptyline 25mg Capsule,65158020
Painful conditions,7696,PARACETAMOL 500MG/CODEINE 10MG MG TAB,6703007
Painful conditions,7729,Morphine hcl Oral solution (Thornton and Ross Ltd),50127020
Painful conditions,7755,Concordin 10 Tablet (Merck Sharp & Dohme Ltd),57970020
Painful conditions,7756,Protriptyline 5mg tablet,66327020
Painful conditions,7769,ASPIRIN/PARACETAMOL TAB,248007
Painful conditions,7770,ASPIRIN/CODEINE PHOSPHATE/PARACETAMOL 250 MG TAB,262007
Painful conditions,7774,DICLOFENAC 75 MG INJ,3449007
Painful conditions,7780,Nortriptyline 10mg / Fluphenazine 500microgram tablets,68989020
Painful conditions,7800,Palfium 5mg/ml Injection (Roche Products Ltd),56384020
Painful conditions,7801,MORPHINE SULPHATE SR 30 MG TAB,3921007
Painful conditions,7816,Concordin 5 Tablet (Merck Sharp & Dohme Ltd),57965020
Painful conditions,7849,Diamorphine 100mg Injection (Manufacturer unknown),70494020
Painful conditions,7872,MORPHINE S/R 64 MG INJ,5493007
Painful conditions,7875,Morphine 30mg modified-release tablets,64806020
Painful conditions,7913,Tiaprofenic acid 200mg tablets,67056020
Painful conditions,7950,DOLOXENE 65 MG PUL,3784007
Painful conditions,7976,PARACETAMOL 450MG/CODEINE 8.1MG TAB,3267007
Painful conditions,7979,Pertofran 25mg Tablet (Novartis Pharmaceuticals UK Ltd),55380020
Painful conditions,7981,Desipramine 25mg tablets,62277020
Painful conditions,7989,DIHYDROCODEINE TARTRATE/ASPIRIN 300 MG TAB,2694007
Painful conditions,7998,Dextromoramide 10mg tablets,62392020
Painful conditions,7999,Diamorphine 5mg Injection (Manufacturer unknown),70489020
Painful conditions,8020,PARACETAMOL 125 MG MIX,5732007
Painful conditions,8039,MST Continus 200mg tablets (Napp Pharmaceuticals Ltd),50529020
Painful conditions,8040,Diamorphine 30mg Injection (Manufacturer unknown),70493020
Painful conditions,8053,BROMPHENIRAMINE /CODEINE PHOSPHATE / 2 MG ELI,3006007
Painful conditions,8062,Motifene 75mg modified-release capsules (Daiichi Sankyo UK Ltd),75820020
Painful conditions,8075,Morphine sulphate 30mg/ml Injection,59714020
Painful conditions,8091,PARACETAMOL CO TAB,2135007
Painful conditions,8093,PARACETAMOL SOLUBLE TAB,6054007
Painful conditions,8139,Midrid 325mg/65mg capsules (DHP Healthcare Ltd),62452020
Painful conditions,8145,Fenbufen 300mg tablets,61800020
Painful conditions,8220,MORPHINE ANHYDROUS 8.4 MG ELI,2228007
Painful conditions,8233,Kaolin light 1.5g/5ml / Codeine 5mg/5ml oral suspension sugar free,70855020
Painful conditions,8246,Codeine phosphate 8mg with paracetamol 500mg effervescent tablets,61568020
Painful conditions,8259,PARACETAMOL 500 MG ELI,5965007
Painful conditions,8271,Benoral 750mg tablets (Sanofi-Synthelabo Ltd),52399020
Painful conditions,8292,PARACETAMOL 240 MG ELI,4620007
Painful conditions,8329,Solpadeine Tablet (GlaxoSmithKline Consumer Healthcare),54214020
Painful conditions,8332,Tryptizol 50mg Tablet (Merck Sharp & Dohme Ltd),55442020
Painful conditions,8335,Paracodol 8mg/500mg capsules (Bayer Plc),57693020
Painful conditions,8375,Fortral 25mg tablets (Zentiva),53469020
Painful conditions,8385,Ketoprofen 150mg modified-release capsules,69513020
Painful conditions,8401,Motrin 400mg tablets (Pfizer Ltd),56329020
Painful conditions,8416,Tramadol 12 Modified-release tablet,79963020
Painful conditions,8420,MORPHINE SULPHATE 5 MG INJ,2227007
Painful conditions,8447,Meptid 200mg Tablet (Shire Pharmaceuticals Ltd),52951020
Painful conditions,8451,Etodolac 200mg Tablet,60933020
Painful conditions,8456,DHC Continus 60mg tablets (Napp Pharmaceuticals Ltd),62558020
Painful conditions,8460,DIAMORPHINE 1.5 GM INJ,2713007
Painful conditions,8493,Motipress tablets (Sanofi-Synthelabo Ltd),57473020
Painful conditions,8500,CODEINE PHOSPHATE/PARACETAMOL/SODIUM CIT 8 MG CAP,2810007
Painful conditions,8544,Fenbufen 450mg tablets,61801020
Painful conditions,8600,Piroxicam 20mg suppositories,65863020
Painful conditions,8663,Naprosyn S/R 500mg tablets (Roche Products Ltd),74549020
Painful conditions,8672,Feldene 20mg suppositories (Pfizer Ltd),49421020
Painful conditions,8700,PARACETAMOL 125 MG TAB,4617007
Painful conditions,8723,Balmosa cream (Selsdon Healthcare Ltd),70420020
Painful conditions,8732,BUCLIZINE HYD/CODEINE PHOS/DOCUSATE SOD/ 6.25 MG TAB,3877007
Painful conditions,8735,Diamorphine 5mg/5ml Oral solution (Manufacturer unknown),73131020
Painful conditions,8740,Morphine hydrochloride 30mg suppositories,55628020
Painful conditions,8766,MORPHINE HCl 30 MG INJ,2229007
Painful conditions,8822,Morphine 60mg modified-release tablets,64807020
Painful conditions,8823,DIAMORPHINE HYDROCHLORIDE 60 MG INJ,2715007
Painful conditions,8831,Tryptizol mr 75mg Modified-release capsule (Merck Sharp & Dohme Ltd),55446020
Painful conditions,8835,CODEINE PHOS /DIPHENHYDRAMINE HYD. /MENT 5.7 MG ELI,3833007
Painful conditions,8866,Diamorphine 10mg Tablet (Manufacturer unknown),70488020
Painful conditions,8867,MORPHINE SULPHATE CR 30 MG TAB,3160007
Painful conditions,8876,Oramorph 20mg/ml concentrated oral solution (Boehringer Ingelheim Ltd),68381020
Painful conditions,8959,MORPHINE SULPHATE 15 MG TAB,54007
Painful conditions,8969,Lodine 300mg Capsule (Shire Pharmaceuticals Ltd),58038020
Painful conditions,9001,Diconal tablets (Amdipharm Plc),54783020
Painful conditions,9012,Cyclimorph 15 solution for injection 1ml ampoules (AMCo),58646020
Painful conditions,9053,Diamorphine 500mg Injection (Manufacturer unknown),70495020
Painful conditions,9126,DIAMORPHINE 4 GM INJ,2714007
Painful conditions,9137,Morphine 20mg tablets,74009020
Painful conditions,9163,Remedeine 20mg+500mg Effervescent tablet (Napp Pharmaceuticals Ltd),55875020
Painful conditions,9183,Morphine 100mg modified-release tablets,64810020
Painful conditions,9193,Paracetamol 500mg with sodium bicarbonate 1342 mg effervescent tablet,84058020
Painful conditions,9201,Ibuleve 5% spray (Dendron Ltd),59640020
Painful conditions,9202,CODEINE PHOS/EPHEDRINE HYD/PROMETHAZINE LIN,6692007
Painful conditions,9209,DHC Continus 90mg tablets (Napp Pharmaceuticals Ltd),62559020
Painful conditions,9222,Dicloflex 75mg SR tablets (Dexcel-Pharma Ltd),79017020
Painful conditions,9231,Calpol infant 120mg/5ml Oral suspension (McNeil Products Ltd),48520020
Painful conditions,9239,Paracetamol 120 mg capsule,82144020
Painful conditions,9271,Paracetamol 125mg/5ml syrup,82145020
Painful conditions,9275,DHC Continus 120mg tablets (Napp Pharmaceuticals Ltd),62560020
Painful conditions,9313,Dihydrocodeine 90mg modified-release tablets,62549020
Painful conditions,9325,Hydromorphone 4mg modified-release capsules,84390020
Painful conditions,9329,Paracetamol 100mg/ml oral solution sugar free,75871020
Painful conditions,9330,Palladone 2.6mg capsules (Napp Pharmaceuticals Ltd),84406020
Painful conditions,9331,Palladone SR 4mg capsules (Napp Pharmaceuticals Ltd),84400020
Painful conditions,9332,Palladone SR 2mg capsules (Napp Pharmaceuticals Ltd),84399020
Painful conditions,9337,MXL 30mg capsules (Napp Pharmaceuticals Ltd),81634020
Painful conditions,9342,MXL 60mg capsules (Napp Pharmaceuticals Ltd),81635020
Painful conditions,9371,MXL 120mg capsules (Napp Pharmaceuticals Ltd),81690020
Painful conditions,9381,MXL 90mg capsules (Napp Pharmaceuticals Ltd),81636020
Painful conditions,9389,Zamadol SR 50mg capsules (Meda Pharmaceuticals Ltd),85601020
Painful conditions,9396,Zamadol SR 100mg capsules (Meda Pharmaceuticals Ltd),85602020
Painful conditions,9421,Powergel 2.5% gel (A. Menarini Farmaceutica Internazionale SRL),79620020
Painful conditions,9439,Flurbiprofen 200mg modified-release capsules,68435020
Painful conditions,9457,Paracetamol 500mg with codeine phosphate 8mg tablet,65992020
Painful conditions,9460,Paracetamol 500mg with codeine phosphate 8mg capsule,65989020
Painful conditions,9462,Paracetamol 500mg with codeine phosphate 8mg effervescent tablet,65988020
Painful conditions,9474,Preservex 100mg tablets (Almirall Ltd),81066020
Painful conditions,9476,Domperamol tablets (Servier Laboratories Ltd),85106020
Painful conditions,9484,Morphine sulphate 24 60mg Modified-release capsule,81627020
Painful conditions,9500,Diclotard 75mg modified-release tablets (Galen Ltd),84230020
Painful conditions,9516,Kapake 30mg/500mg capsules (Galen Ltd),53131020
Painful conditions,9557,Morphine 15mg modified-release tablets,56797020
Painful conditions,9562,Remedeine 30mg+500mg Effervescent tablet (Napp Pharmaceuticals Ltd),81855020
Painful conditions,9602,Morphine 5mg modified-release tablets,64812020
Painful conditions,9615,Palladone 1.3mg capsules (Napp Pharmaceuticals Ltd),84407020
Painful conditions,9630,Feldene P 0.5% gel (Pfizer Ltd),79166020
Painful conditions,9637,Keral 25mg tablets (A. Menarini Farmaceutica Internazionale SRL),79359020
Painful conditions,9672,Morphine 100mg modified-release granules sachets sugar free,75454020
Painful conditions,9688,Diclovol 75mg SR tablets (Mylan),86796020
Painful conditions,9712,Paracetamol 250mg orodispersible tablets sugar free,86411020
Painful conditions,9736,Mefenamic acid 50mg/5ml oral suspension,64365020
Painful conditions,9739,Tramadol 100mg effervescent powder sachets sugar free,78591020
Painful conditions,9742,Solpadeine Soluble tablet (GlaxoSmithKline Consumer Healthcare),54212020
Painful conditions,9785,Remedeine 30mg+500mg Tablet (Napp Pharmaceuticals Ltd),55874020
Painful conditions,9822,Arcoxia 120mg tablets (Grunenthal Ltd),77848020
Painful conditions,9855,Paracetamol 500mg / Dihydrocodeine 20mg tablets,66016020
Painful conditions,9874,OxyNorm liquid 5mg/5ml oral solution (Napp Pharmaceuticals Ltd),80386020
Painful conditions,9914,Calpol Six Plus Fastmelts 250mg tablets (McNeil Products Ltd),81661020
Painful conditions,9917,Kapake Insts 30mg/500mg effervescent powder sachets (Galen Ltd),84590020
Painful conditions,9927,OxyContin 40mg modified-release tablets (Napp Pharmaceuticals Ltd),76936020
Painful conditions,9928,Oxynorm 10mg/ml Solution for injection (Napp Pharmaceuticals Ltd),83859020
Painful conditions,9945,Diamorphine 10mg Tablet (Aurum Pharmaceuticals Ltd),57278020
Painful conditions,9960,Morphine sulphate 12 60mg Modified-release capsule,79869020
Painful conditions,9973,OxyNorm 10mg capsules (Napp Pharmaceuticals Ltd),73056020
Painful conditions,10021,OxyContin 80mg modified-release tablets (Napp Pharmaceuticals Ltd),76939020
Painful conditions,10023,Dihydrocodeine with paracetamol 20mg+500mg tablets,62544020
Painful conditions,10033,Etodolac 300mg capsules,60934020
Painful conditions,10122,Dihydrocodeine 10mg with paracetamol 500mg/5ml oral suspension sugar free,89018020
Painful conditions,10123,Paracetamol 120mg/5ml / Diphenhydramine 12.5mg/5ml oral solution,78896020
Painful conditions,10149,Ibuprofen 200mg capsules,86472020
Painful conditions,10169,Brexidol 20mg tablets (Chiesi Ltd),77261020
Painful conditions,10176,Codipar 15mg/500mg tablets (AMCo),79795020
Painful conditions,10178,Solpadeine Plus capsules (Omega Pharma Ltd),89794020
Painful conditions,10189,Lyrica 300mg capsules (Pfizer Ltd),88060020
Painful conditions,10196,Solpadeine Headache tablets (GlaxoSmithKline Consumer Healthcare),87109020
Painful conditions,10205,BuTrans 10micrograms/hour transdermal patches (Napp Pharmaceuticals Ltd),89602020
Painful conditions,10209,Ibufem 200mg tablets (Galpharm International Ltd),80061020
Painful conditions,10226,Solpadeine Plus tablets (Omega Pharma Ltd),89796020
Painful conditions,10239,MXL 150mg capsules (Napp Pharmaceuticals Ltd),81691020
Painful conditions,10280,OMNOPON 10 MG INJ,2170007
Painful conditions,10290,BUTAZOLIDIN 250 MG SUP,5913007
Painful conditions,10293,Sinutab Tablet (Pfizer Consumer Healthcare Ltd),81992020
Painful conditions,10295,Relifex 500mg/5ml oral suspension (Meda Pharmaceuticals Ltd),67975020
Painful conditions,10298,Benoral 2g granules sachets (Sanofi-Synthelabo Ltd),48349020
Painful conditions,10309,Df118 50mg/ml Injection (Martindale Pharmaceuticals Ltd),52621020
Painful conditions,10325,Dexibuprofen 300mg tablets,89560020
Painful conditions,10336,Ketoprofen 100mg/2ml solution for injection ampoules,70001020
Painful conditions,10399,PARACETAMOL/ORPHENADRINE CITRATE TAB,4162007
Painful conditions,10473,DIAMORPHINE 10 MG LIN,2728007
Painful conditions,10481,Lederfen f 450mg Tablet (Wyeth Pharmaceuticals),54744020
Painful conditions,10509,Fortagesic Tablet (Sanofi-Synthelabo Ltd),49523020
Painful conditions,10519,CODEINE PHOS/IBUPROFEN SR (20MG/300MG) TAB,4147007
Painful conditions,10525,MST CONTINUS 30 MG SUS,3151007
Painful conditions,10558,Flexin-75 Continus tablets (Napp Pharmaceuticals Ltd),68265020
Painful conditions,10578,Palfium 10mg tablets (Roche Products Ltd),56383020
Painful conditions,10582,Formulix Oral solution (Cilag Pharmaceuticals Ltd),72724020
Painful conditions,10583,Pentazocine 30mg/ml injection,65561020
Painful conditions,10589,Fenopron 600 tablets (Typharm Ltd),49425020
Painful conditions,10602,Paracodol 8mg/500mg effervescent tablets (Bayer Plc),57692020
Painful conditions,10625,Indocid 5mg/ml oral suspension (Merck Sharp & Dohme Ltd),49934020
Painful conditions,10631,Morphine 10mg/ml Tincture,64797020
Painful conditions,10678,Fenopron 300 tablets (Typharm Ltd),49424020
Painful conditions,10701,Dimotane Co oral solution paediatric sugar free (Wyeth Consumer Healthcare),53336020
Painful conditions,10711,Tolectin 400mg Capsule (Cilag Pharmaceuticals Ltd),51960020
Painful conditions,10730,Sevredol 10mg Suppository (Napp Pharmaceuticals Ltd),74005020
Painful conditions,10740,DISTALGESIC SOLUBLE TAB,6137007
Painful conditions,10748,Tramil 500mg Capsule (Wyeth Consumer Healthcare),75704020
Painful conditions,10769,Fortral 50mg Capsule (Sanofi-Synthelabo Ltd),53468020
Painful conditions,10785,Fenbid 300mg Spansules (Mercury Pharma Group Ltd),53757020
Painful conditions,10829,MST CONTINUS 20 MG SUS,3150007
Painful conditions,10866,Oxycodone hydrochloride 30mg suppositories,71496020
Painful conditions,10901,Paracetamol with promethazine hydrochloride 120mg+1.5mg/5ml suspension,71660020
Painful conditions,10907,MORPHINE SULPHATE CR 15 MG TAB,3159007
Painful conditions,10917,Flamrase SR 100mg tablets (Teva UK Ltd),74803020
Painful conditions,10922,Durogesic 100micrograms transdermal patches (Janssen-Cilag Ltd),76095020
Painful conditions,10925,Meptid 100mg/1ml solution for injection ampoules (Almirall Ltd),52948020
Painful conditions,10993,Medinol 120mg/5ml Oral suspension (SSL International Plc),72976020
Painful conditions,11009,Paracetamol 500mg with codeine phosphate 8mg & caffeine 30mg tablet,66001020
Painful conditions,11101,Zydol 50mg soluble tablets (Grunenthal Ltd),82968020
Painful conditions,11129,Papaveretum 15.4mg/1ml solution for injection ampoules,68940020
Painful conditions,11168,Volsaid Retard 100 tablets (Chiesi Ltd),80723020
Painful conditions,11187,Protriptyline 10mg tablet,66328020
Painful conditions,11215,Voltarol 25mg suppositories (Novartis Pharmaceuticals UK Ltd),83741020
Painful conditions,11250,Migraleve - 2 8mg+500mg Tablet (Pfizer Consumer Healthcare Ltd),55131020
Painful conditions,11275,Zydol 100mg/2ml solution for injection ampoules (Grunenthal Ltd),75792020
Painful conditions,11325,Paracetamol 500mg with codeine phosphate 30 mg tablet,77473020
Painful conditions,11342,Oramorph 30mg/5ml oral solution unit dose vials (Boehringer Ingelheim Ltd),68361020
Painful conditions,11405,Oxycodone 10mg/ml oral solution sugar free,76931020
Painful conditions,11461,Ibuprofen 300mg modified-release / Codeine 20mg tablets,59563020
Painful conditions,11466,Nabumetone 500mg/5ml oral-suspension,68001020
Painful conditions,11471,Tramadol 100mg/2ml solution for injection ampoules,75787020
Painful conditions,11495,Piroxicam betadex 20mg tablets,50157020
Painful conditions,11549,Tramadol 75mg modified-release tablets,79983020
Painful conditions,11550,Nurofen Meltlets 200mg tablets (Reckitt Benckiser Healthcare (UK) Ltd),68069020
Painful conditions,11554,Ibuprofen 200mg / Codeine 12.8mg tablets,77460020
Painful conditions,11559,Tramadol 50mg effervescent powder sachets sugar free,78590020
Painful conditions,11584,Buprenorphine 70micrograms/hour transdermal patches,79157020
Painful conditions,11614,Paracetamol 500mg / Domperidone 10mg tablets,85104020
Painful conditions,11665,Zapain 30mg/500mg tablets (AMCo),79880020
Painful conditions,11698,Morphine sulphate 24 30mg Modified-release capsule,81626020
Painful conditions,11734,Tramadol 50mg orodispersible tablets sugar free,87129020
Painful conditions,11746,Tramadol 300mg modified-release tablets,82221020
Painful conditions,11748,Tramadol 400mg modified-release tablets,82223020
Painful conditions,11755,Morcap SR 20mg capsules (Hospira UK Ltd),84190020
Painful conditions,11801,Meptazinol 100mg/1ml solution for injection ampoules,64421020
Painful conditions,11807,Paracetamol 500mg with codeine 12.8mg tablet,86865020
Painful conditions,11838,Morphine 200mg modified-release tablets,64811020
Painful conditions,11843,Fentanyl 200microgram lozenges,76091020
Painful conditions,11907,Dexibuprofen 400mg tablets,89572020
Painful conditions,11925,Medised For Children oral solution (SSL International Plc),89658020
Painful conditions,11942,Nefopam 20mg/1ml solution for injection ampoules,64960020
Painful conditions,11945,Syndol Tablet (SSL International Plc),51785020
Painful conditions,11952,Phenylbutazone 100mg gastro-resistant tablets,65700020
Painful conditions,11961,Veganin Tablet (Pfizer Consumer Healthcare Ltd),66031020
Painful conditions,11970,Meloxicam 7.5mg suppositories,81650020
Painful conditions,11980,Cuprofen 400mg Tablet (SSL International Plc),50221020
Painful conditions,11982,Durogesic DTrans 12micrograms transdermal patches (Janssen-Cilag Ltd),89907020
Painful conditions,11986,Medinol 120mg/5ml Oral suspension (SSL International Plc),72974020
Painful conditions,12000,Ketoprofen 100mg suppositories,63885020
Painful conditions,12011,MORPHINE SULPHATE CR 60 MG TAB,3161007
Painful conditions,12020,Dipipanone 10mg / Cyclizine 30mg tablets,62683020
Painful conditions,12075,Mobiflex 20mg Tablet (Roche Products Ltd),69420020
Painful conditions,12076,Dextropropoxyphene 60mg capsules,72612020
Painful conditions,12171,Dimotane Co oral solution sugar free (Wyeth Consumer Healthcare),48985020
Painful conditions,12188,Trilisate 500mg Tablet (Napp Pharmaceuticals Ltd),55563020
Painful conditions,12194,NORTRIPTYLINE 10 MG ELI,5750007
Painful conditions,12219,Morphine sulfate 15mg/1ml solution for injection ampoules,59713020
Painful conditions,12332,PARACETAMOL 240 MG SUS,4618007
Painful conditions,12353,Aventyl 25mg Capsule (Eli Lilly and Company Ltd),55348020
Painful conditions,12364,Aloxiprin 600mg tablets,60091020
Painful conditions,12394,Lobak Tablet (Sanofi-Synthelabo Ltd),54142020
Painful conditions,12508,MORPHINE SULPHATE CR 100 MG TAB,3904007
Painful conditions,12549,Aventyl 10mg/5ml Liquid (Eli Lilly and Company Ltd),55349020
Painful conditions,12567,FORTRAL 60 MG INJ,2512007
Painful conditions,12583,MORPHINE SULPHATE CR 5 MG TAB,3158007
Painful conditions,12591,Morphine 60mg modified-release granules sachets sugar free,75453020
Painful conditions,12602,Morphine sulfate 10mg suppositories,59815020
Painful conditions,12604,MST Continus Suspension 100mg granules sachets (Napp Pharmaceuticals Ltd),75449020
Painful conditions,12608,MORPHINE SULPHATE CR 200 MG TAB,3162007
Painful conditions,12709,Ibuprofen and codeine 200mg + 12.5mg Tablet,77459020
Painful conditions,12889,Oramorph 100mg/5ml oral solution unit dose vials (Boehringer Ingelheim Ltd),68362020
Painful conditions,12900,MST Continus Suspension 30mg granules sachets (Napp Pharmaceuticals Ltd),56811020
Painful conditions,13076,Actiq 200microgram lozenges with integral oromucosal applicator (Teva UK Ltd),81733020
Painful conditions,13114,Zomorph 10mg modified-release capsules (Ethypharm UK Ltd),85781020
Painful conditions,13117,Zomorph 30mg modified-release capsules (Ethypharm UK Ltd),85782020
Painful conditions,13172,Morphine sulfate 20mg/1ml solution for injection ampoules,78858020
Painful conditions,13225,Morphine sulfate 30mg/1ml solution for injection ampoules,90607020
Painful conditions,13280,Morphine sulfate 60mg/2ml solution for injection ampoules,90609020
Painful conditions,13300,BuTrans 20micrograms/hour transdermal patches (Napp Pharmaceuticals Ltd),89604020
Painful conditions,13364,DIAMORPHINE 20 MG ELI,2727007
Painful conditions,13380,Clinoril 200mg tablets (Merck Sharp & Dohme Ltd),48704020
Painful conditions,13420,Diamorphine 15mg/5ml Oral solution (Manufacturer unknown),73133020
Painful conditions,13423,MORPHINE SULPHATE BP GRANULES 30 MG,3146007
Painful conditions,13459,Dysman 500 tablets (Ashbourne Pharmaceuticals Ltd),56667020
Painful conditions,13588,MORPHINE SULPHATE susp C/R 30 MG,3946007
Painful conditions,13598,ASPIRIN & CODEINE 500 MG TAB,3414007
Painful conditions,13606,Flexin-25 Continus tablets (Napp Pharmaceuticals Ltd),68267020
Painful conditions,13627,Mobic 15mg suppositories (Boehringer Ingelheim Ltd),81658020
Painful conditions,13639,Flexin-50 Continus tablets (Napp Pharmaceuticals Ltd),68266020
Painful conditions,13711,Morcap sr 20mg Modified-release capsule (Faulding Pharmaceuticals (Dbl)),83122020
Painful conditions,13813,Zamadol 50mg capsules (Meda Pharmaceuticals Ltd),83119020
Painful conditions,13818,Nabumetone 500mg tablets (Actavis UK Ltd),60823020
Painful conditions,13893,Nurofen Plus tablets (Reckitt Benckiser Healthcare (UK) Ltd),77456020
Painful conditions,13995,Morphine sulphate 24 200mg Modified-release capsule,81632020
Painful conditions,13997,Morphine sulphate 100mg Modified-release capsule,79896020
Painful conditions,14050,Morphine sulphate 12 100mg Modified-release capsule,83128020
Painful conditions,14063,Zomorph 100mg modified-release capsules (Ethypharm UK Ltd),85785020
Painful conditions,14084,Diclovol 75mg SR tablets (Arun Pharmaceuticals Ltd),86201020
Painful conditions,14085,Diclovol Retard 100mg tablets (Arun Pharmaceuticals Ltd),86203020
Painful conditions,14151,Medised infant 120mg + 12.5mg / 5ml Oral solution (Seton Scholl Healthcare Plc),81803020
Painful conditions,14156,Morphine sulfate 30mg/5ml oral solution unit dose vials sugar free,68487020
Painful conditions,14226,Morphine 30mg modified-release granules sachets sugar free,56799020
Painful conditions,14333,Ibuprofen 400mg capsules,91245020
Painful conditions,14378,Feminax tablets (Bayer Plc),73500020
Painful conditions,14380,Lederfen 300mg capsules (Mercury Pharma Group Ltd),84600020
Painful conditions,14385,Cuprofen 200mg Tablet (SSL International Plc),50220020
Painful conditions,14394,Phenazocine hydrobromide 5mg tablet,65617020
Painful conditions,14422,Fenbufen 450mg Effervescent tablet,61806020
Painful conditions,14476,Indolar SR 75mg capsules (Sandoz Ltd),58464020
Painful conditions,14490,Tramake 50mg capsules (Galen Ltd),82134020
Painful conditions,14541,Ponstan 50mg/5ml paediatric Liquid (Chemidex Pharma Ltd),53445020
Painful conditions,14551,Infadrops 100mg/ml liquid (Mercury Pharma Group Ltd),75874020
Painful conditions,14560,PARACETAMOL 60 MG SUP,2138007
Painful conditions,14570,Ibuleve 5% Mousse (Dendron Ltd),86401020
Painful conditions,14578,Nortriptyline 30mg / Fluphenazine 1.5mg tablets,68990020
Painful conditions,14602,Co-codamol 60mg/1000mg effervescent powder sachets sugar free,84588020
Painful conditions,14627,Paracetamol 325mg / Isometheptene 65mg capsules,70535020
Painful conditions,14655,Paracetamol 500mg with phenylpropanolamine 12.5 mg tablet,70241020
Painful conditions,14672,Defanac 75mg SR tablets (Ranbaxy (UK) Ltd),75883020
Painful conditions,14676,Paracetamol 500mg with codeine phosphate 8mg & caffeine 30mg effervescent tablet,77683020
Painful conditions,14688,Paracetamol 500mg with dihydrocodeine 10mg tablet,66014020
Painful conditions,14707,Defanac Retard 100mg tablets (Ranbaxy (UK) Ltd),79162020
Painful conditions,14776,Surgam 300mg tablets (Sanofi),77350020
Painful conditions,14785,Paracetamol500mg with codeine phosphate 15mg tablet,65987020
Painful conditions,14829,Paracetamol 500mg / Caffeine 65mg tablets,65997020
Painful conditions,14899,Alvedon 250mg suppositories (Intrapharm Laboratories Ltd),58884020
Painful conditions,14900,Durogesic DTrans 100micrograms transdermal patches (Janssen-Cilag Ltd),88873020
Painful conditions,14912,Codeine phosphate 8mg with Paracetamol 500mg capsules,81048020
Painful conditions,14964,Solpadeine Plus soluble tablets (Omega Pharma Ltd),89792020
Painful conditions,15005,Indomod 25mg modified-release capsules (Pfizer Ltd),63549020
Painful conditions,15064,MORPHINE HCL 10MG/CHLOROFORM WATER > 5ML SOL,6650007
Painful conditions,15068,Arthrofen 400 tablets (Ashbourne Pharmaceuticals Ltd),62436020
Painful conditions,15159,Tolfenamic acid 200mg Capsule,83568020
Painful conditions,15180,Naproxen and misoprostol 500mgwith200microgram combined Tablet,86566020
Painful conditions,15198,Co-dydramol 10mg+500mg Tablet (C P Pharmaceuticals Ltd),49344020
Painful conditions,15201,Volraman 50mg gastro-resistant tablets (LPC Medical (UK) Ltd),74267020
Painful conditions,15238,Paracetamol 500mg tablets (Zentiva),50179020
Painful conditions,15241,Sudafed non-drowsy dual relief Capsule (Pfizer Consumer Healthcare Ltd),77583020
Painful conditions,15286,Ketocid 200 modified-release capsules (Chiesi Ltd),77485020
Painful conditions,15337,Fentanyl 1.2mg lozenges,77205020
Painful conditions,15339,Diamorphine 10mg/5ml oral solution,73146020
Painful conditions,15350,FENTANYL (10ML) 50 MCG/ML INJ,2583007
Painful conditions,15352,ASPIRIN & PARACETAMOL TAB,4138007
Painful conditions,15353,Papaveretum 7.7mg/1ml solution for injection ampoules,68939020
Painful conditions,15439,PARACETAMOL 150 MG SUP,3620007
Painful conditions,15461,PARACETAMOL 100 MG SUP,2140007
Painful conditions,15477,FENOPRON 200 MG TAB,2579007
Painful conditions,15501,Flurbiprofen 100mg suppositories,62063020
Painful conditions,15514,DIAMORPHINE 2.5 MG LIN,3364007
Painful conditions,15732,Diclovol 50mg gastro-resistant tablets (Arun Pharmaceuticals Ltd),86199020
Painful conditions,15781,Morphine sulphate 24 90mg Modified-release capsule,81628020
Painful conditions,15792,Hydromorphone 2mg modified-release capsules,84389020
Painful conditions,15793,Diamorphine hydrochloride powder,52700020
Painful conditions,15798,Hydromorphone 8mg modified-release capsules,84391020
Painful conditions,15815,Morphine 50mg tablets,74010020
