"Condition","Prodcode","Gemscriptcode","ProductName","Aurum"
"Painful conditions",29014,"72947020","Diaphine 10mg Injection (Napp Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",29020,"75455020","Morphine 200mg modified-release granules sachets sugar free","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",29037,"81085020","Valdic 100 Retard tablets (Fannin UK Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",29068,"91247020","Nurofen Extra Strength 400mg capsules (Reckitt Benckiser Healthcare (UK) Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",29074,"6053007","PARACETAMOL & CAFFEINE TAB","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",29110,"83611020","Lornoxicam 4mg tablets","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",29181,"91117020","Dicloflex 75mg SR tablets (Almus Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",29316,"86537020","Care ibuprofen 400mg Tablet (Thornton & Ross Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",29324,"76471020","Dromadol SR 75mg tablets (IVAX Pharmaceuticals UK Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",29330,"51271020","Diclofenac sodium 50mg gastro-resistant tablets (Sandoz Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",29332,"62712020","Ibuprofen 100mg/5ml oral suspension sugar free (Sandoz Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",29342,"63572020","Co-codamol 8mg+500mg Tablet (M & A Pharmachem Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",29345,"65371020","Ibuprofen 100mg/5ml Oral suspension (Hillcross Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",29352,"68023020","Ibuprofen 100mg/5ml oral suspension sugar free (Vantage)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",29373,"66052020","Pardale 400mg+9mg+10mg Tablet (Martindale Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",29375,"58862020","Pameton Tablet (GlaxoSmithKline UK Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",29378,"5589007","APSIFEN-F 200 MG TAB","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",29379,"2891007","CHALK AROMAT & MORPHINE MIX","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",29426,"51616020","Pethidine 50mg/ml Injection (Martindale Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",29455,"84251020","Flexotard MR 100mg tablets (Pfizer Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",29465,"50321020","Piroxicam 20mg capsules (Actavis UK Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",29488,"49335020","Co-codamol 8mg/500mg effervescent tablets (Zentiva)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",29500,"73145020","Diamorphine 5mg/5ml oral solution","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",29523,"!1857101","DICLOFENAC SODIUM (3ML)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",29524,"63506020","Ibumetin 600mg Tablet (Alfred Benzon (UK) Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",29558,"80213020","Maximum flu strength Tablet (Wockhardt UK Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",29577,"81738020","Actiq 1.2mg lozenges with integral oromucosal applicator (Teva UK Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",29587,"59451020","Ebufac 400mg Tablet (DDSA Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",29591,"3809007","DIAMORPHINE 25 MG SUP","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",29592,"2725007","DIAMORPHINE 40 MG SUP","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",29670,"70254020","Phenylpropanolamine 12.5mg with paracetamol 500mg tablet","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",29674,"65709020","Butazolidin 200mg Tablet (Novartis Pharmaceuticals UK Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",29704,"59460020","Paxofen 200mg Tablet (M A Steinhard Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",29749,"60159020","Ibuprofen 200mg tablets (Ranbaxy (UK) Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",29772,"82614020","Ketotard XL 200mg capsules (Galen Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",29828,"218007","ACETYLSALICYLIC ACID / CODEINE PHOSPHATE MG TAB","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",29860,"56511020","Tramadol 50mg capsules (IVAX Pharmaceuticals UK Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",29927,"4633007","OXYPHENBUTAZONE 100 MG TAB","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",29951,"87235020","Andrews Plus effervescent powder sachets (GlaxoSmithKline Consumer Healthcare)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",30021,"68501020","Paracetamol 500mg with codeine phosphate 13.5mg tablet","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",30049,"84105020","Morphine sulphate rapiject 1mg/ml Injection (International Medication Systems (UK) Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",30070,"81827020","Paraclear extra Tablet (Roche Consumer Health)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",30122,"83613020","Lornoxicam 8mg tablets","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",30123,"75017020","Panadol Ultra 12.8mg/500mg tablets (GlaxoSmithKline Consumer Healthcare)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",30164,"88340020","Lemsip Cold and Flu Sinus 12 Hr Ibuprofen + Pseudoephedrine modified-release capsules (Reckitt Benckiser Healthcare (UK) Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",30165,"62554020","Co-dydramol (dihydrocodeine and paracetamol) 7.46mg with 500mg tablets","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",30243,"50930020","Ibuprofen 200mg effervescent tablets","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",30252,"64802020","Morphine 8.4mg/ml elixir","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",30295,"69749020","Dihydrocodeine with paracetamol 7.46mg+500mg tablets","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",30320,"2723007","DIAMORPHINE 200 MG SUP","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",30327,"84738020","Jomethid XL 200mg capsules (Actavis UK Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",30382,"53953020","Ibuprofen 200mg Tablet (C P Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",30389,"80085020","Contraflam 250mg Capsule (Berk Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",30391,"80086020","Contraflam 500mg Tablet (Berk Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",30444,"59024020","Co-dydramol 10mg/500mg tablets (Mylan)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",30514,"72948020","Diaphine 30mg Injection (Napp Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",30556,"62877020","Co-codamol 8mg/500mg effervescent tablets (Fannin UK Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",30590,"71663020","Medised Tablet (SSL International Plc)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",30633,"63953020","Levorphanol 1.5mg Tablet","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",30698,"74861020","Diagesil 500mg Injection (Berk Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",30724,"86821020","Galprofen 100mg/5ml oral suspension (Galpharm International Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",30761,"73132020","Diamorphine 10mg/5ml Oral solution (Manufacturer unknown)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",30811,"63157020","Proflex 300mg Modified-release capsule (Novartis Consumer Health UK Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",30849,"81084020","Valdic 75 Retard tablets (Fannin UK Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",30892,"84841020","Mandafen for Children 100mg/5ml oral suspension sugar free (M & A Pharmachem Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",30923,"64059020","Diclofenac 100mg suppositories (A A H Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",30954,"51142020","Co-proxamol 32.5mg/325mg tablets (Actavis UK Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",30958,"73444020","Resolve effervescent granules 8.09g sachets (G.R. Lane Health Products Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",30966,"51145020","Co-proxamol 32.5/325 Tablet (Dista Products Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",30982,"61530020","Naproxen 500mg gastro-resistant tablets (Actavis UK Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",30984,"60442020","Paracetamol 250mg/5ml oral suspension (A A H Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",30994,"73394020","De Witt's Analgesic Pills (E.C. DeWitt and Company Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31033,"73149020","Diamorphine hydrochloride 3mg/5ml oral solution","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31038,"5740007","OXYPHENBUTAZONE 250 MG SUP","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31044,"3651007","MORPHINE SULPHATE 150 MG SUP","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31053,"89640020","Tilofyl 25micrograms/hour transdermal patches (Tillomed Laboratories Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31062,"!8503867","SOLPADEINE MAX","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31064,"69421020","Mobiflex 20mg Granules (Roche Products Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31105,"77919020","Dromadol XL 200mg tablets (IVAX Pharmaceuticals UK Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31107,"77918020","Dromadol XL 150mg tablets (IVAX Pharmaceuticals UK Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31151,"66046020","Cafadol Tablet (Typharm Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31155,"66037020","Parake Tablet (Galen Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31178,"64563020","Ketoprofen 2.5% gel (A A H Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31196,"56180020","Paracetamol 500mg tablets (IVAX Pharmaceuticals UK Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31253,"64216020","Pethidine 50mg/ml Injection (Auden McKenzie (Pharma Division) Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31257,"65801020","Paracetamol 500mg caplets (Galpharm International Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31383,"86166020","Dexomon 75mg SR tablets (Hillcross Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31407,"2391007","IPECACUANHA & MORPHINE CONC 1-4 MIX","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31452,"49432020","Codeine 30mg tablets (Wockhardt UK Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31469,"57645020","Apsifen -f 600mg Tablet (Approved Prescription Services Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31482,"57638020","Apsifen 200mg Tablet (Approved Prescription Services Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31483,"5348007","APSIFEN-F 400 MG TAB","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31488,"71731020","Levomenthol sticks","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31498,"6728007","ASPIRIN / CAFFEINE CIT./ CODEINE PHOS./ 200 MG TAB","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31577,"56464020","Co-codamol 30mg/500mg capsules (A A H Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31582,"90811020","Pentazocine 30mg/1ml solution for injection ampoules","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31584,"90813020","Pentazocine 60mg/2ml solution for injection ampoules","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31589,"51195020","Diclofenac sodium 75mg modified-release tablets (A A H Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31599,"2220007","MORPHINE SULPHATE 4 MG INJ","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31650,"90413020","Morphine sulfate 30mg/30ml solution for infusion vials","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31700,"49477020","Codeine 15mg tablets (Actavis UK Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31717,"87184020","Lemsip max cold and flu lemon Sachets (Reckitt Benckiser Healthcare (UK) Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31734,"77909020","Dromadol XL 400mg tablets (IVAX Pharmaceuticals UK Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31777,"60595020","Piroxicam 20mg dispersible tablets (Mylan)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31787,"87660020","Econac SR 75mg tablets (AMCo)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31871,"81313020","Paracetamol 450mg with codeine phosphate 8.1mg tablet","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31885,"90771020","Pethidine 100mg/10ml solution for injection ampoules","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31894,"66028020","Safapryn -Co Tablet (Pfizer Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31916,"86741020","Tiloket CR 100mg capsules (Tillomed Laboratories Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31935,"50251020","Pethidine 50mg Tablet (Roche Products Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31943,"55772020","Codeine 30mg tablets (IVAX Pharmaceuticals UK Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31944,"60370020","Diclofenac sodium 25mg gastro-resistant tablets (Mylan)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31950,"60044020","Diclofenac sodium 50mg gastro-resistant tablets (Sterwin Medicines)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31959,"49865020","Indometacin 50mg capsules (A A H Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31960,"73147020","Diamorphine 15mg/5ml oral solution","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",31962,"84318020","Ketpron XL 200mg capsules (Mercury Pharma Group Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32035,"86099020","Paracetamol 240mg with phenylephrine 2.5mg sachet","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32090,"50000020","Mefenamic acid 500mg tablets (Actavis UK Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32093,"50184020","Paracetamol 250mg/5ml oral suspension (Rosemont Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32100,"49834020","Ibuprofen 600mg tablets (A A H Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32105,"50008020","Mefenamic acid 500mg tablets (A A H Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32108,"59804020","Diclofenac sodium 25mg gastro-resistant tablets (Teva UK Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32136,"58455020","Ibular 200mg Tablet (Lagap)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32154,"61337020","Anadin Soluble tablet (Wyeth Consumer Healthcare)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32163,"56219020","Paracetamol 500mg tablets (Vantage)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32165,"59495020","Tramadol 50mg Capsule (Generics (UK) Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32227,"80610020","Larafen CR 200mg capsules (Ennogen Pharma Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32234,"54079020","Mefenamic acid 500mg tablets (IVAX Pharmaceuticals UK Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32242,"59966020","Ibuprofen 400mg tablets (Sterwin Medicines)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32357,"2222007","MORPHINE SULPHATE 300 MG SUP","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32365,"82149020","Relcofen 400mg tablets (Actavis UK Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32366,"82148020","Relcofen 200mg Tablet (Actavis UK Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32425,"92089020","OxyNorm 10mg/1ml solution for injection ampoules (Napp Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32436,"50965020","Codeine 3mg/5ml linctus paediatric (Thornton & Ross Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32450,"89684020","Zamadol 24hr 400mg modified-release tablets (Meda Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32459,"6958007","MORPHINE SULPHATE 50 MG CAP","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32460,"6895007","MORPHINE SULPHATE 150 MG CAP","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32509,"73886020","Anadin Ibuprofen 200mg tablets (Pfizer Consumer Healthcare Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32510,"!1417101","CODEINE LINCTUS","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32519,"86609020","Painex caplets (Sandoz Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32520,"53112020","Opium tincture","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32554,"81829020","Placidex 120mg/5ml Oral solution (E C De Witt)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32601,"79375020","Econac 100mg suppositories (AMCo)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32609,"50302020","Real lemon cold 750mg+10mg+60mg Powder (Sterwin Medicines)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32626,"73383020","Paracetamol 150mg / Sodium salicylate 100mg tablets","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32641,"49864020","Indometacin 25mg capsules (A A H Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32668,"!8504310","KAPAKE INSTS","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32672,"!8504298","DISPROL PARACETAMOL SF","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32687,"6687007","DIAMORPHINE & TERPOIN LIN","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32688,"74855020","Diagesil 5mg Injection (Berk Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32692,"56462020","Co-codamol 8mg/500mg effervescent tablets (A A H Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32704,"86005020","Advil cold and sinus 200mg+30mg Tablet (Wyeth Consumer Healthcare)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32766,"89486020","Paracetamol 500mg/50ml solution for infusion vials","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32831,"50250020","Pethidine 100mg/2ml Injection (Roche Products Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32839,"51549020","Paracetamol 500mg tablets (A A H Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32854,"69320020","Diclofenac sodium 75mg modified-release capsules (A A H Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32862,"71142020","Ibuprofen 100mg/5ml oral suspension sugar free (Thornton & Ross Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32875,"59471020","Ibuprofen 400mg tablets (Sandoz Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32891,"51786020","Syndol caplets (Sanofi)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32897,"49451020","Diamorphine 5mg powder for solution for injection ampoules (Novartis Vaccines and Diagnostics Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32926,"49347020","Co-dydramol 10mg/500mg tablets (Actavis UK Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32942,"83770020","Paracetamol 1000mg with diphenhydramine 25mg & phenylephrine 12mg powder","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32963,"81927020","Lemsip lemcap Capsule (Reckitt Benckiser Healthcare (UK) Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32970,"81823020","Paracets 500mg capsules (Sussex Pharmaceutical Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",32993,"87940020","Children's Lemsip Cold & Flu Blackcurrant oral powder sachets (Reckitt Benckiser Healthcare (UK) Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",33042,"55076020","Lemsip children's six plus cold and flu relief 240mg+2.5mg Sachets (Reckitt Benckiser Healthcare (UK) Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",33060,"59584020","Paracetamol Plus tablets (Zentiva)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",33104,"82151020","Paraclear 500mg Soluble tablet (Roche Consumer Health)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",33139,"73482020","Anadin maximum strength Capsule (Wyeth Consumer Healthcare)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",33230,"71668020","Promethazine hydrochloride 1.5mg with paracetamol 120mg/5ml oral solution","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",33260,"73509020","Paracetamol with codeine with hyoscine & caffeine tablet","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",33308,"65712020","Butazone 100mg Tablet (DDSA Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",33321,"49855020","Indometacin 50mg capsules (Actavis UK Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",33340,"70228020","Co-dydramol 10mg+500mg/5ml Liquid (Rosemont Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",33357,"64641020","Pacifene 200mg tablets (Sussex Pharmaceutical Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",33386,"51550020","Paracetamol 120mg/5ml oral suspension paediatric (A A H Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",33495,"3002007","BUCLIZINE HYD/CODEINE PHOS/PARACET / COD 6.25 MG TAB","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",33589,"57305020","Ibuprofen 400mg tablets (Thornton & Ross Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",33614,"82536020","Obimol 500mg Tablet (Ayrton Saunders Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",33643,"60674020","Co-codamol 8mg+500mg Tablet (Family Health)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",33647,"49376020","Co-proxamol 32.5mg/325mg tablets (A A H Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",33653,"49328020","Co-codamol 8mg/500mg tablets (IVAX Pharmaceuticals UK Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",33654,"49539020","Dihydrocodeine 30mg tablets (Wockhardt UK Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",33666,"54295020","Paracetamol 500mg tablets (Actavis UK Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",33679,"49336020","Co-codamol 8mg/500mg tablets (Zentiva)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",33687,"60443020","Paracetamol 250mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",33688,"65467020","Co-codamol 30mg/500mg effervescent tablets (Fannin UK Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",33704,"63505020","Ibuprofen 100mg/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",33710,"67294020","Paracetamol 500mg caplets (A A H Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",33743,"89813020","Dihydrocodeine with paracetamol 7.46mg with 500mg effervescent tablets","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",33785,"83372020","Galprofen 200mg tablets (Galpharm International Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",33801,"78352020","Opustan 250mg Capsule (Opus Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",33826,"53415020","Paracetamol 500mg Tablet (Teva UK Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",33838,"73401020","Doans extra strength Tablet (Novartis Consumer Health UK Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",33935,"90475020","Nurofen Maximum Strength Migraine Pain 684mg caplets (Reckitt Benckiser Healthcare (UK) Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",33954,"79285020","Promethazine hydrochloride 50mg with pethidine 100mg/2ml injection","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",33961,"71396020","Co-codamol 30mg/500mg capsules (IVAX Pharmaceuticals UK Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",33994,"53791020","Diclofenac sodium 25mg gastro-resistant tablets (IVAX Pharmaceuticals UK Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
"Painful conditions",33995,"49365020","Co-proxamol 32.5/325 Tablet (Berk Pharmaceuticals Ltd)","MULTIPLY_ProdcodeID_painful_conditions"
