Readcode,Disease,Medcode,ReadcodeDescr,Category,CodingSystem,Provenance
J101112,Gastro-oesophageal reflux disease,7104,Gastro-oesophageal reflux with oesophagitis,Diagnosis of Gastro-oesophageal reflux disease,NA,NA
J101112,Oesophagitis and oesophageal ulcer,7104,Gastro-oesophageal reflux with oesophagitis,Diagnosis of Oesophagitis and oesophageal ulcer,NA,NA
J101113,Gastro-oesophageal reflux disease,16605,Oesophageal reflux with oesophagitis,Diagnosis of Gastro-oesophageal reflux disease,NA,NA
J101113,Oesophagitis and oesophageal ulcer,16605,Oesophageal reflux with oesophagitis,Diagnosis of Oesophagitis and oesophageal ulcer,NA,NA
J102000,Oesophagitis and oesophageal ulcer,24021,Peptic ulcer of oesophagus,Diagnosis of Oesophagitis and oesophageal ulcer,NA,NA
J102000,Peptic ulcer disease,24021,Peptic ulcer of oesophagus,NA,readcode,Cambridge
J11z.11,Gastritis and duodenitis,2877,Gastric erosions,Diagnosis of Gastritis and duodenitis,NA,NA
J11z.11,Peptic ulcer disease,2877,Gastric erosions,Diagnosis of Peptic ulcer disease,NA,Kuan
J123.00,Gastritis and duodenitis,3462,Duodenal erosion,Diagnosis of Gastritis and duodenitis,NA,NA
J123.00,Peptic ulcer disease,3462,Duodenal erosion,Diagnosis of Peptic ulcer disease,readcode,Kuan and Cambridge
J153.00,Alcohol Problems,4506,Alcoholic gastritis,Diagnosis of Alcohol Problems,NA,Kuan
J153.00,Gastritis and duodenitis,4506,Alcoholic gastritis,Diagnosis of Gastritis and duodenitis,NA,NA
J610.00,Alcohol Problems,10691,Alcoholic fatty liver,Diagnosis of Alcohol Problems,NA,Kuan
J610.00,Alcoholic liver disease,10691,Alcoholic fatty liver,Diagnosis of Alcoholic liver disease,NA,NA
J611.00,Alcohol Problems,3216,Acute alcoholic hepatitis,Diagnosis of Alcohol Problems,NA,Kuan
J611.00,Alcoholic liver disease,3216,Acute alcoholic hepatitis,Diagnosis of Alcoholic liver disease,NA,NA
J612.00,Alcohol Problems,4743,Alcoholic cirrhosis of liver,Diagnosis of Alcohol Problems,NA,Kuan
J612.00,"Liver fibrosis, sclerosis and cirrhosis",4743,Alcoholic cirrhosis of liver,"Diagnosis of Liver fibrosis, sclerosis and cirrhosis",NA,NA
J612.00,Alcoholic liver disease,4743,Alcoholic cirrhosis of liver,Diagnosis of Alcoholic liver disease,NA,NA
J612.12,"Liver fibrosis, sclerosis and cirrhosis",100474,Laennec's cirrhosis,"Diagnosis of Liver fibrosis, sclerosis and cirrhosis",NA,NA
J612.12,Alcoholic liver disease,100474,Laennec's cirrhosis,Diagnosis of Alcoholic liver disease,NA,NA
J612000,Alcohol Problems,21713,Alcoholic fibrosis and sclerosis of liver,Diagnosis of Alcohol Problems,NA,Kuan
J612000,"Liver fibrosis, sclerosis and cirrhosis",21713,Alcoholic fibrosis and sclerosis of liver,"Diagnosis of Liver fibrosis, sclerosis and cirrhosis",NA,NA
J612000,Alcoholic liver disease,21713,Alcoholic fibrosis and sclerosis of liver,Diagnosis of Alcoholic liver disease,NA,NA
J613.00,Alcohol Problems,7885,Alcoholic liver damage unspecified,Diagnosis of Alcohol Problems,NA,Kuan
J613.00,"Liver fibrosis, sclerosis and cirrhosis",7885,Alcoholic liver damage unspecified,"Diagnosis of Liver fibrosis, sclerosis and cirrhosis",NA,NA
J613.00,Alcoholic liver disease,7885,Alcoholic liver damage unspecified,Diagnosis of Alcoholic liver disease,NA,NA
J613000,Alcohol Problems,17330,Alcoholic hepatic failure,Diagnosis of Alcohol Problems,NA,Kuan
J613000,"Liver fibrosis, sclerosis and cirrhosis",17330,Alcoholic hepatic failure,"Diagnosis of Liver fibrosis, sclerosis and cirrhosis",NA,NA
J613000,Alcoholic liver disease,17330,Alcoholic hepatic failure,Diagnosis of Alcoholic liver disease,NA,NA
J613000,Hepatic failure,17330,Alcoholic hepatic failure,Diagnosis of Hepatic failure,NA,NA
J617.00,Alcohol Problems,7943,Alcoholic hepatitis,Diagnosis of Alcohol Problems,NA,Kuan
J617.00,"Liver fibrosis, sclerosis and cirrhosis",7943,Alcoholic hepatitis,"Diagnosis of Liver fibrosis, sclerosis and cirrhosis",NA,NA
J617.00,Alcoholic liver disease,7943,Alcoholic hepatitis,Diagnosis of Alcoholic liver disease,NA,NA
J617000,Alcohol Problems,7602,Chronic alcoholic hepatitis,Diagnosis of Alcohol Problems,NA,Kuan
J617000,"Liver fibrosis, sclerosis and cirrhosis",7602,Chronic alcoholic hepatitis,"Diagnosis of Liver fibrosis, sclerosis and cirrhosis",NA,NA
J617000,Alcoholic liver disease,7602,Chronic alcoholic hepatitis,Diagnosis of Alcoholic liver disease,NA,NA
J670500,Cholelithiasis,12316,Gallstone acute pancreatitis,Diagnosis of Cholelithiasis,NA,NA
J670500,Pancreatitis,12316,Gallstone acute pancreatitis,Diagnosis of Pancreatitis,NA,NA
J670800,Alcohol Problems,104611,Alcohol-induced acute pancreatitis,Diagnosis of Alcohol Problems,NA,Kuan
J670800,Pancreatitis,104611,Alcohol-induced acute pancreatitis,Diagnosis of Pancreatitis,NA,NA
J671000,Alcohol Problems,24984,Alcohol-induced chronic pancreatitis,Diagnosis of Alcohol Problems,NA,Kuan
J671000,Pancreatitis,24984,Alcohol-induced chronic pancreatitis,Diagnosis of Pancreatitis,NA,NA
J671100,Cholelithiasis,42278,Gallstone chronic pancreatitis,Diagnosis of Cholelithiasis,NA,NA
J671100,Pancreatitis,42278,Gallstone chronic pancreatitis,Diagnosis of Pancreatitis,NA,NA
K01x400,Glomerulonephritis,47672,Nephrotic syndrome in systemic lupus erythematosus,Diagnosis of Glomerulonephritis,NA,NA
K01x400,Lupus erythematosus (local and systemic),47672,Nephrotic syndrome in systemic lupus erythematosus,Diagnosis of Lupus erythematosus (local and systemic),NA,NA
K01x411,Glomerulonephritis,22205,Lupus nephritis,Diagnosis of Glomerulonephritis,NA,NA
K01x411,Lupus erythematosus (local and systemic),22205,Lupus nephritis,Diagnosis of Lupus erythematosus (local and systemic),NA,NA
K112.00,Obstructive and reflux uropathy,27592,Hydronephrosis with renal and ureteral calculous obstruction,Diagnosis of Obstructive and reflux uropathy,NA,NA
K112.00,Urolithiasis,27592,Hydronephrosis with renal and ureteral calculous obstruction,Diagnosis of Urolithiasis,NA,NA
K26y300,Female infertility,101598,Infertility due to radiation,Possible diagnosis of Female Infertility,NA,NA
K26y300,Male infertility,101598,Infertility due to radiation,Possible diagnosis of Male infertility,NA,NA
K26y400,Female infertility,108577,Infertility in systemic disease,Possible diagnosis of Female Infertility,NA,NA
K26y400,Male infertility,108577,Infertility in systemic disease,Possible diagnosis of Male infertility,NA,NA
K5B1000,Female infertility,94448,Primary pituitary - hypothalamic infertility,Possible diagnosis of Female Infertility,NA,NA
K5B1000,Male infertility,94448,Primary pituitary - hypothalamic infertility,Possible diagnosis of Male infertility,NA,NA
K5B1100,Female infertility,99535,Secondary pituitary - hypothalamic infertility,Possible diagnosis of Female Infertility,NA,NA
K5B1100,Male infertility,99535,Secondary pituitary - hypothalamic infertility,Possible diagnosis of Male infertility,NA,NA
K5B6.00,Female infertility,54282,Female infertility associated with male factors,Diagnosis of Female Infertility,NA,NA
K5B6.00,Male infertility,54282,Female infertility associated with male factors,Diagnosis of Male infertility,NA,NA
K5By000,Female infertility,2014,Primary infertility unspecified,Possible diagnosis of Female Infertility,NA,NA
K5By000,Male infertility,2014,Primary infertility unspecified,Possible diagnosis of Male infertility,NA,NA
K5By100,Female infertility,1943,Secondary infertility unspecified,Possible diagnosis of Female Infertility,NA,NA
K5By100,Male infertility,1943,Secondary infertility unspecified,Possible diagnosis of Male infertility,NA,NA
K5Byz11,Female infertility,7246,Subfertility,Possible diagnosis of Female Infertility,NA,NA
K5Byz11,Male infertility,7246,Subfertility,Possible diagnosis of Male infertility,NA,NA
M160.00,Psoriatic arthropathy,476,Psoriatic arthropathy,Diagnosis of Psoriatic arthropathy,NA,NA
M160.00,Psoriasis,476,Psoriatic arthropathy,Diagnosis of Psoriasis,NA,NA
M160.11,Psoriatic arthropathy,96880,Psoriatic arthritis,Diagnosis of Psoriatic arthropathy,NA,NA
M160.11,Psoriasis,96880,Psoriatic arthritis,Diagnosis of Psoriasis,NA,NA
M160000,Psoriatic arthropathy,26368,Psoriasis spondylitica,Diagnosis of Psoriatic arthropathy,NA,NA
M160000,Psoriasis,26368,Psoriasis spondylitica,Diagnosis of Psoriasis,NA,NA
M160100,Psoriatic arthropathy,32149,Distal interphalangeal psoriatic arthropathy,Diagnosis of Psoriatic arthropathy,NA,NA
M160100,Psoriasis,32149,Distal interphalangeal psoriatic arthropathy,Diagnosis of Psoriasis,NA,NA
M160200,Psoriatic arthropathy,21503,Arthritis mutilans,Diagnosis of Psoriatic arthropathy,NA,NA
M160200,Psoriasis,21503,Arthritis mutilans,Diagnosis of Psoriasis,NA,NA
M160z00,Psoriatic arthropathy,12500,Psoriatic arthropathy NOS,Diagnosis of Psoriatic arthropathy,NA,NA
M160z00,Psoriasis,12500,Psoriatic arthropathy NOS,Diagnosis of Psoriasis,NA,NA
M271100,Diabetic neurological complications,11663,Neuropathic diabetic ulcer - foot,History of diabetic neurological complications,NA,NA
M271100,Peripheral neuropathies (excluding cranial nerve and carpal tunnel syndromes),11663,Neuropathic diabetic ulcer - foot,History of peripheral neuropathy,NA,NA
N031000,Enteropathic arthropathy,17641,Arthropathy in ulcerative colitis,Diagnosis of Enteropathic arthropathy,NA,NA
N031000,Ulcerative colitis,17641,Arthropathy in ulcerative colitis,History of Ulcerative colitis,NA,NA
N031100,Crohn's disease,20480,Arthropathy in Crohn's disease,Diagnosis of Crohn's disease,NA,NA
N031100,Enteropathic arthropathy,20480,Arthropathy in Crohn's disease,Diagnosis of Enteropathic arthropathy,NA,NA
N040Q00,Enthesopathies & synovial disorders,18155,Rheumatoid bursitis,Diagnosis of Enthesopathies & synovial disorders,NA,NA
N040Q00,Rheumatoid Arthritis,18155,Rheumatoid bursitis,Diagnosis of Rheumatoid Arthritis,NA,NA
N045200,Juvenile arthritis,28456,Juvenile arthritis in psoriasis,Diagnosis of Juvenile arthritis,NA,NA
N045200,Psoriasis,28456,Juvenile arthritis in psoriasis,Diagnosis of Psoriasis,NA,NA
N045300,Crohn's disease,12575,Juvenile arthritis in Crohn's disease,History of Crohn's disease,NA,NA
N045300,Juvenile arthritis,12575,Juvenile arthritis in Crohn's disease,Diagnosis of Juvenile arthritis,NA,NA
N045400,Juvenile arthritis,71083,Juvenile arthritis in ulcerative colitis,Diagnosis of Juvenile arthritis,NA,NA
N045400,Ulcerative colitis,71083,Juvenile arthritis in ulcerative colitis,History of Ulcerative colitis,NA,NA
N200.00,Giant Cell arteritis,29472,Giant cell arteritis with polymyalgia rheumatica,Diagnosis of Giant Cell arteritis,NA,NA
N200.00,Polymyalgia Rheumatica,29472,Giant cell arteritis with polymyalgia rheumatica,Diagnosis of Polymyalgia Rheumatica,NA,NA
N331800,Collapsed vertebra,17377,Osteoporosis + pathological fracture lumbar vertebrae,Diagnosis of Collapsed vertebra,NA,NA
N331800,Osteoporosis,17377,Osteoporosis + pathological fracture lumbar vertebrae,Diagnosis of Osteoporosis,NA,NA
N331900,Collapsed vertebra,12673,Osteoporosis + pathological fracture thoracic vertebrae,Diagnosis of Collapsed vertebra,NA,NA
N331900,Osteoporosis,12673,Osteoporosis + pathological fracture thoracic vertebrae,Diagnosis of Osteoporosis,NA,NA
N331A00,Collapsed vertebra,48772,Osteoporosis + pathological fracture cervical vertebrae,Diagnosis of Collapsed vertebra,NA,NA
N331A00,Osteoporosis,48772,Osteoporosis + pathological fracture cervical vertebrae,Diagnosis of Osteoporosis,NA,NA
N331H00,Collapsed vertebra,45736,Collapse of cervical vertebra due to osteoporosis,Diagnosis of Collapsed vertebra,NA,NA
N331H00,Osteoporosis,45736,Collapse of cervical vertebra due to osteoporosis,Diagnosis of Osteoporosis,NA,NA
N331J00,Collapsed vertebra,5841,Collapse of lumbar vertebra due to osteoporosis,Diagnosis of Collapsed vertebra,NA,NA
N331J00,Osteoporosis,5841,Collapse of lumbar vertebra due to osteoporosis,Diagnosis of Osteoporosis,NA,NA
N331K00,Collapsed vertebra,19048,Collapse of thoracic vertebra due to osteoporosis,Diagnosis of Collapsed vertebra,NA,NA
N331K00,Osteoporosis,19048,Collapse of thoracic vertebra due to osteoporosis,Diagnosis of Osteoporosis,NA,NA
N331L00,Collapsed vertebra,4013,Collapse of vertebra due to osteoporosis NOS,Diagnosis of Collapsed vertebra,NA,NA
N331L00,Osteoporosis,4013,Collapse of vertebra due to osteoporosis NOS,Diagnosis of Osteoporosis,NA,NA
Nyu1300,Psoriatic arthropathy,59107,[X]Other psoriatic arthropathies,Diagnosis of Psoriatic arthropathy,NA,NA
Nyu1300,Psoriasis,59107,[X]Other psoriatic arthropathies,Diagnosis of Psoriasis,NA,NA
PJ0..00,Down's syndrome,1543,Down's syndrome - trisomy 21,Diagnosis of Down's syndrome,NA,NA
PJ0..00,Intellectual disability,1543,Down's syndrome - trisomy 21,NA,readcode,Cambridge
PJ0..11,Down's syndrome,23489,Mongolism,Diagnosis of Down's syndrome,NA,NA
PJ0..11,Intellectual disability,23489,Mongolism,NA,readcode,Cambridge
PJ0..12,Down's syndrome,18415,Trisomy 21,Diagnosis of Down's syndrome,NA,NA
PJ0..12,Intellectual disability,18415,Trisomy 21,NA,readcode,Cambridge
PJ0z.00,Down's syndrome,10759,Down's syndrome NOS,Diagnosis of Down's syndrome,NA,NA
PJ0z.00,Intellectual disability,10759,Down's syndrome NOS,NA,readcode,Cambridge
PJ0z.11,Down's syndrome,61627,Trisomy 21 NOS,Diagnosis of Down's syndrome,NA,NA
PJ0z.11,Intellectual disability,61627,Trisomy 21 NOS,NA,readcode,Cambridge
ZN56A00,Visual impairment and blindness,110179,Deaf-blind telephone user,Diagnosis of blindness,NA,Kuan
ZN56A00,Hearing loss,110179,Deaf-blind telephone user,Diagnosis of Hearing loss,NA,Kuan
